,Date,Wind_m/s,Precipitation_mm,Wind_m/s1,Precipitation_mm1,Wind_m/s2,Precipitation_mm2,Wind_m/s3,Precipitation_mm3,Wind_m/s4,Precipitation_mm4,Wind_m/s5,Precipitation_mm5,Wind_m/s6,Precipitation_mm6,Target: Mean_temp
0,2017.07.07,4.7,0.0,5.6,0.0,4.2,0.0,5.3,0.0,6.7,0.0,6.9,0.0,6.1,14.0,24.0
1,2017.07.08,6.7,0.0,4.7,0.0,5.6,0.0,4.2,0.0,5.3,0.0,6.7,0.0,6.9,0.0,24.0
2,2017.07.09,2.2,0.0,6.7,0.0,4.7,0.0,5.6,0.0,4.2,0.0,5.3,0.0,6.7,0.0,28.0
3,2017.07.10,6.4,21.0,2.2,0.0,6.7,0.0,4.7,0.0,5.6,0.0,4.2,0.0,5.3,0.0,26.82
4,2017.07.11,3.7,0.4,6.4,21.0,2.2,0.0,6.7,0.0,4.7,0.0,5.6,0.0,4.2,0.0,25.845
5,2017.07.12,2.2,1.5,3.7,0.4,6.4,21.0,2.2,0.0,6.7,0.0,4.7,0.0,5.6,0.0,21.04
6,2017.07.13,7.0,1.0,2.2,1.5,3.7,0.4,6.4,21.0,2.2,0.0,6.7,0.0,4.7,0.0,19.55
7,2017.07.14,1.6,0.0,7.0,1.0,2.2,1.5,3.7,0.4,6.4,21.0,2.2,0.0,6.7,0.0,20.009999999999998
8,2017.07.15,5.2,2.4,1.6,0.0,7.0,1.0,2.2,1.5,3.7,0.4,6.4,21.0,2.2,0.0,19.895
9,2017.07.16,3.4,0.0,5.2,2.4,1.6,0.0,7.0,1.0,2.2,1.5,3.7,0.4,6.4,21.0,22.810000000000002
10,2017.07.17,1.5,0.0,3.4,0.0,5.2,2.4,1.6,0.0,7.0,1.0,2.2,1.5,3.7,0.4,25.36
11,2017.07.18,1.3,0.0,1.5,0.0,3.4,0.0,5.2,2.4,1.6,0.0,7.0,1.0,2.2,1.5,25.395
12,2017.07.19,2.3,0.0,1.3,0.0,1.5,0.0,3.4,0.0,5.2,2.4,1.6,0.0,7.0,1.0,26.740000000000002
13,2017.07.20,1.6,0.0,2.3,0.0,1.3,0.0,1.5,0.0,3.4,0.0,5.2,2.4,1.6,0.0,28.11
14,2017.07.21,4.0,0.0,1.6,0.0,2.3,0.0,1.3,0.0,1.5,0.0,3.4,0.0,5.2,2.4,27.865000000000002
15,2017.07.22,1.9,5.0,4.0,0.0,1.6,0.0,2.3,0.0,1.3,0.0,1.5,0.0,3.4,0.0,27.735
16,2017.07.23,2.5,0.6,1.9,5.0,4.0,0.0,1.6,0.0,2.3,0.0,1.3,0.0,1.5,0.0,26.395000000000003
17,2017.07.24,3.1,8.3,2.5,0.6,1.9,5.0,4.0,0.0,1.6,0.0,2.3,0.0,1.3,0.0,18.6
18,2017.07.25,8.4,12.9,3.1,8.3,2.5,0.6,1.9,5.0,4.0,0.0,1.6,0.0,2.3,0.0,16.95
19,2017.07.26,5.9,0.0,8.4,12.9,3.1,8.3,2.5,0.6,1.9,5.0,4.0,0.0,1.6,0.0,16.75
20,2017.07.27,7.1,1.0,5.9,0.0,8.4,12.9,3.1,8.3,2.5,0.6,1.9,5.0,4.0,0.0,19.5
21,2017.07.28,6.8,0.2,7.1,1.0,5.9,0.0,8.4,12.9,3.1,8.3,2.5,0.6,1.9,5.0,21.2
22,2017.07.29,3.3,0.0,6.8,0.2,7.1,1.0,5.9,0.0,8.4,12.9,3.1,8.3,2.5,0.6,22.15
23,2017.07.30,4.7,0.0,3.3,0.0,6.8,0.2,7.1,1.0,5.9,0.0,8.4,12.9,3.1,8.3,24.15
24,2017.07.31,3.8,0.0,4.7,0.0,3.3,0.0,6.8,0.2,7.1,1.0,5.9,0.0,8.4,12.9,26.25
25,2017.08.01,3.9,0.0,3.8,0.0,4.7,0.0,3.3,0.0,6.8,0.2,7.1,1.0,5.9,0.0,29.05
26,2017.08.02,5.5,0.0,3.9,0.0,3.8,0.0,4.7,0.0,3.3,0.0,6.8,0.2,7.1,1.0,27.55
27,2017.08.03,2.1,0.0,5.5,0.0,3.9,0.0,3.8,0.0,4.7,0.0,3.3,0.0,6.8,0.2,29.7
28,2017.08.04,2.1,2.8,2.1,0.0,5.5,0.0,3.9,0.0,3.8,0.0,4.7,0.0,3.3,0.0,29.349999999999998
29,2017.08.05,6.6,0.0,2.1,2.8,2.1,0.0,5.5,0.0,3.9,0.0,3.8,0.0,4.7,0.0,27.900000000000002
30,2017.08.06,7.9,0.4,6.6,0.0,2.1,2.8,2.1,0.0,5.5,0.0,3.9,0.0,3.8,0.0,20.15
31,2017.08.07,4.8,4.2,7.9,0.4,6.6,0.0,2.1,2.8,2.1,0.0,5.5,0.0,3.9,0.0,21.45
32,2017.08.08,3.0,0.0,4.8,4.2,7.9,0.4,6.6,0.0,2.1,2.8,2.1,0.0,5.5,0.0,23.75
33,2017.08.09,4.6,0.0,3.0,0.0,4.8,4.2,7.9,0.4,6.6,0.0,2.1,2.8,2.1,0.0,29.5
34,2017.08.10,5.3,0.0,4.6,0.0,3.0,0.0,4.8,4.2,7.9,0.4,6.6,0.0,2.1,2.8,28.349999999999998
35,2017.08.11,6.0,0.0,5.3,0.0,4.6,0.0,3.0,0.0,4.8,4.2,7.9,0.4,6.6,0.0,21.7
36,2017.08.12,8.6,0.5,6.0,0.0,5.3,0.0,4.6,0.0,3.0,0.0,4.8,4.2,7.9,0.4,21.75
37,2017.08.13,8.1,0.0,8.6,0.5,6.0,0.0,5.3,0.0,4.6,0.0,3.0,0.0,4.8,4.2,18.95
38,2017.08.14,3.4,0.0,8.1,0.0,8.6,0.5,6.0,0.0,5.3,0.0,4.6,0.0,3.0,0.0,21.15
39,2017.08.15,3.2,0.0,3.4,0.0,8.1,0.0,8.6,0.5,6.0,0.0,5.3,0.0,4.6,0.0,21.3
40,2017.08.16,2.8,0.0,3.2,0.0,3.4,0.0,8.1,0.0,8.6,0.5,6.0,0.0,5.3,0.0,23.55
41,2017.08.17,2.4,0.0,2.8,0.0,3.2,0.0,3.4,0.0,8.1,0.0,8.6,0.5,6.0,0.0,25.45
42,2017.08.18,3.8,0.0,2.4,0.0,2.8,0.0,3.2,0.0,3.4,0.0,8.1,0.0,8.6,0.5,26.6
43,2017.08.19,7.9,0.3,3.8,0.0,2.4,0.0,2.8,0.0,3.2,0.0,3.4,0.0,8.1,0.0,17.799999999999997
44,2017.08.20,7.2,7.8,7.9,0.3,3.8,0.0,2.4,0.0,2.8,0.0,3.2,0.0,3.4,0.0,18.25
45,2017.08.21,6.1,0.0,7.2,7.8,7.9,0.3,3.8,0.0,2.4,0.0,2.8,0.0,3.2,0.0,16.6
46,2017.08.22,2.7,0.0,6.1,0.0,7.2,7.8,7.9,0.3,3.8,0.0,2.4,0.0,2.8,0.0,17.25
47,2017.08.23,3.5,0.0,2.7,0.0,6.1,0.0,7.2,7.8,7.9,0.3,3.8,0.0,2.4,0.0,17.7
48,2017.08.24,2.9,0.1,3.5,0.0,2.7,0.0,6.1,0.0,7.2,7.8,7.9,0.3,3.8,0.0,21.8
49,2017.08.25,2.2,0.0,2.9,0.1,3.5,0.0,2.7,0.0,6.1,0.0,7.2,7.8,7.9,0.3,23.299999999999997
50,2017.08.26,2.6,0.0,2.2,0.0,2.9,0.1,3.5,0.0,2.7,0.0,6.1,0.0,7.2,7.8,25.25
51,2017.08.27,4.4,0.0,2.6,0.0,2.2,0.0,2.9,0.1,3.5,0.0,2.7,0.0,6.1,0.0,21.15
52,2017.08.28,3.7,0.0,4.4,0.0,2.6,0.0,2.2,0.0,2.9,0.1,3.5,0.0,2.7,0.0,20.2
53,2017.08.29,3.0,0.0,3.7,0.0,4.4,0.0,2.6,0.0,2.2,0.0,2.9,0.1,3.5,0.0,20.05
54,2017.08.30,3.5,0.0,3.0,0.0,3.7,0.0,4.4,0.0,2.6,0.0,2.2,0.0,2.9,0.1,20.65
55,2017.08.31,3.9,0.0,3.5,0.0,3.0,0.0,3.7,0.0,4.4,0.0,2.6,0.0,2.2,0.0,23.4
56,2017.09.01,3.8,2.9,3.9,0.0,3.5,0.0,3.0,0.0,3.7,0.0,4.4,0.0,2.6,0.0,19.1
57,2017.09.02,4.8,10.9,3.8,2.9,3.9,0.0,3.5,0.0,3.0,0.0,3.7,0.0,4.4,0.0,17.65
58,2017.09.03,4.8,2.2,4.8,10.9,3.8,2.9,3.9,0.0,3.5,0.0,3.0,0.0,3.7,0.0,15.5
59,2017.09.04,6.7,1.9,4.8,2.2,4.8,10.9,3.8,2.9,3.9,0.0,3.5,0.0,3.0,0.0,15.600000000000001
60,2017.09.05,5.9,0.0,6.7,1.9,4.8,2.2,4.8,10.9,3.8,2.9,3.9,0.0,3.5,0.0,16.3
61,2017.09.06,6.7,2.1,5.9,0.0,6.7,1.9,4.8,2.2,4.8,10.9,3.8,2.9,3.9,0.0,16.05
62,2017.09.07,7.4,0.0,6.7,2.1,5.9,0.0,6.7,1.9,4.8,2.2,4.8,10.9,3.8,2.9,15.049999999999999
63,2017.09.08,3.0,0.0,7.4,0.0,6.7,2.1,5.9,0.0,6.7,1.9,4.8,2.2,4.8,10.9,17.9
64,2017.09.09,4.4,1.0,3.0,0.0,7.4,0.0,6.7,2.1,5.9,0.0,6.7,1.9,4.8,2.2,19.9
65,2017.09.10,5.4,0.0,4.4,1.0,3.0,0.0,7.4,0.0,6.7,2.1,5.9,0.0,6.7,1.9,22.35
66,2017.09.11,4.5,3.4,5.4,0.0,4.4,1.0,3.0,0.0,7.4,0.0,6.7,2.1,5.9,0.0,17.200000000000003
67,2017.09.12,6.6,1.8,4.5,3.4,5.4,0.0,4.4,1.0,3.0,0.0,7.4,0.0,6.7,2.1,17.3
68,2017.09.13,6.6,0.0,6.6,1.8,4.5,3.4,5.4,0.0,4.4,1.0,3.0,0.0,7.4,0.0,17.65
69,2017.09.14,9.8,0.8,6.6,0.0,6.6,1.8,4.5,3.4,5.4,0.0,4.4,1.0,3.0,0.0,14.75
70,2017.09.15,8.2,0.5,9.8,0.8,6.6,0.0,6.6,1.8,4.5,3.4,5.4,0.0,4.4,1.0,16.05
71,2017.09.16,3.6,1.8,8.2,0.5,9.8,0.8,6.6,0.0,6.6,1.8,4.5,3.4,5.4,0.0,13.0
72,2017.09.17,8.2,11.6,3.6,1.8,8.2,0.5,9.8,0.8,6.6,0.0,6.6,1.8,4.5,3.4,13.8
73,2017.09.18,3.4,0.8,8.2,11.6,3.6,1.8,8.2,0.5,9.8,0.8,6.6,0.0,6.6,1.8,13.05
74,2017.09.19,5.3,9.9,3.4,0.8,8.2,11.6,3.6,1.8,8.2,0.5,9.8,0.8,6.6,0.0,14.4
75,2017.09.20,2.7,15.0,5.3,9.9,3.4,0.8,8.2,11.6,3.6,1.8,8.2,0.5,9.8,0.8,13.0
76,2017.09.21,7.5,5.4,2.7,15.0,5.3,9.9,3.4,0.8,8.2,11.6,3.6,1.8,8.2,0.5,13.75
77,2017.09.22,7.0,0.4,7.5,5.4,2.7,15.0,5.3,9.9,3.4,0.8,8.2,11.6,3.6,1.8,11.7
78,2017.09.23,7.7,16.9,7.0,0.4,7.5,5.4,2.7,15.0,5.3,9.9,3.4,0.8,8.2,11.6,12.95
79,2017.09.24,5.8,0.2,7.7,16.9,7.0,0.4,7.5,5.4,2.7,15.0,5.3,9.9,3.4,0.8,13.899999999999999
80,2017.09.25,3.6,0.9,5.8,0.2,7.7,16.9,7.0,0.4,7.5,5.4,2.7,15.0,5.3,9.9,14.35
81,2017.09.26,4.1,0.0,3.6,0.9,5.8,0.2,7.7,16.9,7.0,0.4,7.5,5.4,2.7,15.0,14.399999999999999
82,2017.09.27,4.5,0.0,4.1,0.0,3.6,0.9,5.8,0.2,7.7,16.9,7.0,0.4,7.5,5.4,12.3
83,2017.09.28,3.8,0.0,4.5,0.0,4.1,0.0,3.6,0.9,5.8,0.2,7.7,16.9,7.0,0.4,11.15
84,2017.09.29,2.1,0.0,3.8,0.0,4.5,0.0,4.1,0.0,3.6,0.9,5.8,0.2,7.7,16.9,10.6
85,2017.09.30,2.1,0.0,2.1,0.0,3.8,0.0,4.5,0.0,4.1,0.0,3.6,0.9,5.8,0.2,10.45
86,2017.10.01,2.4,0.0,2.1,0.0,2.1,0.0,3.8,0.0,4.5,0.0,4.1,0.0,3.6,0.9,10.05
87,2017.10.02,5.3,0.0,2.4,0.0,2.1,0.0,2.1,0.0,3.8,0.0,4.5,0.0,4.1,0.0,10.25
88,2017.10.03,4.3,6.1,5.3,0.0,2.4,0.0,2.1,0.0,2.1,0.0,3.8,0.0,4.5,0.0,13.100000000000001
89,2017.10.04,6.9,0.0,4.3,6.1,5.3,0.0,2.4,0.0,2.1,0.0,2.1,0.0,3.8,0.0,15.05
90,2017.10.05,9.9,0.0,6.9,0.0,4.3,6.1,5.3,0.0,2.4,0.0,2.1,0.0,2.1,0.0,12.7
91,2017.10.06,7.7,0.0,9.9,0.0,6.9,0.0,4.3,6.1,5.3,0.0,2.4,0.0,2.1,0.0,11.55
92,2017.10.07,6.4,0.0,7.7,0.0,9.9,0.0,6.9,0.0,4.3,6.1,5.3,0.0,2.4,0.0,10.8
93,2017.10.08,7.6,0.1,6.4,0.0,7.7,0.0,9.9,0.0,6.9,0.0,4.3,6.1,5.3,0.0,11.35
94,2017.10.09,5.4,0.1,7.6,0.1,6.4,0.0,7.7,0.0,9.9,0.0,6.9,0.0,4.3,6.1,12.1
95,2017.10.10,4.5,0.2,5.4,0.1,7.6,0.1,6.4,0.0,7.7,0.0,9.9,0.0,6.9,0.0,14.2
96,2017.10.11,4.5,0.4,4.5,0.2,5.4,0.1,7.6,0.1,6.4,0.0,7.7,0.0,9.9,0.0,14.25
97,2017.10.12,5.0,0.0,4.5,0.4,4.5,0.2,5.4,0.1,7.6,0.1,6.4,0.0,7.7,0.0,14.3
98,2017.10.13,5.4,0.0,5.0,0.0,4.5,0.4,4.5,0.2,5.4,0.1,7.6,0.1,6.4,0.0,13.7
99,2017.10.14,3.1,0.0,5.4,0.0,5.0,0.0,4.5,0.4,4.5,0.2,5.4,0.1,7.6,0.1,14.75
100,2017.10.15,2.8,0.0,3.1,0.0,5.4,0.0,5.0,0.0,4.5,0.4,4.5,0.2,5.4,0.1,15.35
101,2017.10.16,2.0,0.0,2.8,0.0,3.1,0.0,5.4,0.0,5.0,0.0,4.5,0.4,4.5,0.2,15.5
102,2017.10.17,2.9,0.0,2.0,0.0,2.8,0.0,3.1,0.0,5.4,0.0,5.0,0.0,4.5,0.4,15.65
103,2017.10.18,3.0,0.0,2.9,0.0,2.0,0.0,2.8,0.0,3.1,0.0,5.4,0.0,5.0,0.0,13.4
104,2017.10.19,2.0,0.0,3.0,0.0,2.9,0.0,2.0,0.0,2.8,0.0,3.1,0.0,5.4,0.0,13.549999999999999
105,2017.10.20,2.3,0.0,2.0,0.0,3.0,0.0,2.9,0.0,2.0,0.0,2.8,0.0,3.1,0.0,12.299999999999999
106,2017.10.21,2.0,0.0,2.3,0.0,2.0,0.0,3.0,0.0,2.9,0.0,2.0,0.0,2.8,0.0,12.5
107,2017.10.22,4.8,5.8,2.0,0.0,2.3,0.0,2.0,0.0,3.0,0.0,2.9,0.0,2.0,0.0,9.95
108,2017.10.23,7.3,44.8,4.8,5.8,2.0,0.0,2.3,0.0,2.0,0.0,3.0,0.0,2.9,0.0,9.05
109,2017.10.24,6.8,0.0,7.3,44.8,4.8,5.8,2.0,0.0,2.3,0.0,2.0,0.0,3.0,0.0,7.5
110,2017.10.25,3.6,0.2,6.8,0.0,7.3,44.8,4.8,5.8,2.0,0.0,2.3,0.0,2.0,0.0,10.7
111,2017.10.26,3.8,0.0,3.6,0.2,6.8,0.0,7.3,44.8,4.8,5.8,2.0,0.0,2.3,0.0,11.7
112,2017.10.27,8.4,1.3,3.8,0.0,3.6,0.2,6.8,0.0,7.3,44.8,4.8,5.8,2.0,0.0,8.05
113,2017.10.28,8.1,0.2,8.4,1.3,3.8,0.0,3.6,0.2,6.8,0.0,7.3,44.8,4.8,5.8,7.8
114,2017.10.29,14.4,8.5,8.1,0.2,8.4,1.3,3.8,0.0,3.6,0.2,6.8,0.0,7.3,44.8,6.1
115,2017.10.30,9.1,0.1,14.4,8.5,8.1,0.2,8.4,1.3,3.8,0.0,3.6,0.2,6.8,0.0,5.65
116,2017.10.31,6.1,0.0,9.1,0.1,14.4,8.5,8.1,0.2,8.4,1.3,3.8,0.0,3.6,0.2,5.25
117,2017.11.01,4.1,0.0,6.1,0.0,9.1,0.1,14.4,8.5,8.1,0.2,8.4,1.3,3.8,0.0,7.4
118,2017.11.02,5.0,0.0,4.1,0.0,6.1,0.0,9.1,0.1,14.4,8.5,8.1,0.2,8.4,1.3,7.65
119,2017.11.03,5.6,0.1,5.0,0.0,4.1,0.0,6.1,0.0,9.1,0.1,14.4,8.5,8.1,0.2,6.3500000000000005
120,2017.11.04,3.4,0.0,5.6,0.1,5.0,0.0,4.1,0.0,6.1,0.0,9.1,0.1,14.4,8.5,8.3
121,2017.11.05,4.5,0.7,3.4,0.0,5.6,0.1,5.0,0.0,4.1,0.0,6.1,0.0,9.1,0.1,9.25
122,2017.11.06,5.6,0.1,4.5,0.7,3.4,0.0,5.6,0.1,5.0,0.0,4.1,0.0,6.1,0.0,7.05
123,2017.11.07,5.0,1.9,5.6,0.1,4.5,0.7,3.4,0.0,5.6,0.1,5.0,0.0,4.1,0.0,8.3
124,2017.11.08,4.4,1.9,5.0,1.9,5.6,0.1,4.5,0.7,3.4,0.0,5.6,0.1,5.0,0.0,8.4
125,2017.11.09,3.2,2.1,4.4,1.9,5.0,1.9,5.6,0.1,4.5,0.7,3.4,0.0,5.6,0.1,5.85
126,2017.11.10,3.4,0.8,3.2,2.1,4.4,1.9,5.0,1.9,5.6,0.1,4.5,0.7,3.4,0.0,7.55
127,2017.11.11,4.7,0.3,3.4,0.8,3.2,2.1,4.4,1.9,5.0,1.9,5.6,0.1,4.5,0.7,7.0
128,2017.11.12,6.5,5.3,4.7,0.3,3.4,0.8,3.2,2.1,4.4,1.9,5.0,1.9,5.6,0.1,7.1
129,2017.11.13,6.3,13.8,6.5,5.3,4.7,0.3,3.4,0.8,3.2,2.1,4.4,1.9,5.0,1.9,4.95
130,2017.11.14,5.3,3.6,6.3,13.8,6.5,5.3,4.7,0.3,3.4,0.8,3.2,2.1,4.4,1.9,1.3499999999999999
131,2017.11.15,2.9,0.0,5.3,3.6,6.3,13.8,6.5,5.3,4.7,0.3,3.4,0.8,3.2,2.1,3.5500000000000003
132,2017.11.16,2.2,0.0,2.9,0.0,5.3,3.6,6.3,13.8,6.5,5.3,4.7,0.3,3.4,0.8,3.0500000000000003
133,2017.11.17,2.6,0.1,2.2,0.0,2.9,0.0,5.3,3.6,6.3,13.8,6.5,5.3,4.7,0.3,2.65
134,2017.11.18,4.7,5.0,2.6,0.1,2.2,0.0,2.9,0.0,5.3,3.6,6.3,13.8,6.5,5.3,3.0
135,2017.11.19,4.5,0.7,4.7,5.0,2.6,0.1,2.2,0.0,2.9,0.0,5.3,3.6,6.3,13.8,4.050000000000001
136,2017.11.20,6.9,0.5,4.5,0.7,4.7,5.0,2.6,0.1,2.2,0.0,2.9,0.0,5.3,3.6,4.65
137,2017.11.21,7.6,2.0,6.9,0.5,4.5,0.7,4.7,5.0,2.6,0.1,2.2,0.0,2.9,0.0,6.05
138,2017.11.22,4.4,0.6,7.6,2.0,6.9,0.5,4.5,0.7,4.7,5.0,2.6,0.1,2.2,0.0,4.1000000000000005
139,2017.11.23,2.2,0.2,4.4,0.6,7.6,2.0,6.9,0.5,4.5,0.7,4.7,5.0,2.6,0.1,5.1
140,2017.11.24,2.4,0.2,2.2,0.2,4.4,0.6,7.6,2.0,6.9,0.5,4.5,0.7,4.7,5.0,6.95
141,2017.11.25,6.1,0.5,2.4,0.2,2.2,0.2,4.4,0.6,7.6,2.0,6.9,0.5,4.5,0.7,4.3
142,2017.11.26,7.7,8.7,6.1,0.5,2.4,0.2,2.2,0.2,4.4,0.6,7.6,2.0,6.9,0.5,2.35
143,2017.11.27,6.6,0.0,7.7,8.7,6.1,0.5,2.4,0.2,2.2,0.2,4.4,0.6,7.6,2.0,0.7000000000000002
144,2017.11.28,3.4,0.0,6.6,0.0,7.7,8.7,6.1,0.5,2.4,0.2,2.2,0.2,4.4,0.6,0.050000000000000044
145,2017.11.29,5.3,3.2,3.4,0.0,6.6,0.0,7.7,8.7,6.1,0.5,2.4,0.2,2.2,0.2,2.25
146,2017.11.30,7.7,23.5,5.3,3.2,3.4,0.0,6.6,0.0,7.7,8.7,6.1,0.5,2.4,0.2,-0.3999999999999999
147,2017.12.01,3.8,0.0,7.7,23.5,5.3,3.2,3.4,0.0,6.6,0.0,7.7,8.7,6.1,0.5,-3.0
148,2017.12.02,2.8,0.1,3.8,0.0,7.7,23.5,5.3,3.2,3.4,0.0,6.6,0.0,7.7,8.7,-3.4499999999999997
149,2017.12.03,3.8,0.2,2.8,0.1,3.8,0.0,7.7,23.5,5.3,3.2,3.4,0.0,6.6,0.0,-1.1
150,2017.12.04,6.4,0.6,3.8,0.2,2.8,0.1,3.8,0.0,7.7,23.5,5.3,3.2,3.4,0.0,1.15
151,2017.12.05,6.4,0.3,6.4,0.6,3.8,0.2,2.8,0.1,3.8,0.0,7.7,23.5,5.3,3.2,1.5999999999999999
152,2017.12.06,7.4,0.0,6.4,0.3,6.4,0.6,3.8,0.2,2.8,0.1,3.8,0.0,7.7,23.5,1.0
153,2017.12.07,4.6,0.0,7.4,0.0,6.4,0.3,6.4,0.6,3.8,0.2,2.8,0.1,3.8,0.0,2.3499999999999996
154,2017.12.08,8.3,12.0,4.6,0.0,7.4,0.0,6.4,0.3,6.4,0.6,3.8,0.2,2.8,0.1,1.3
155,2017.12.09,8.4,1.0,8.3,12.0,4.6,0.0,7.4,0.0,6.4,0.3,6.4,0.6,3.8,0.2,-0.1499999999999999
156,2017.12.10,9.1,1.2,8.4,1.0,8.3,12.0,4.6,0.0,7.4,0.0,6.4,0.3,6.4,0.6,6.35
157,2017.12.11,8.9,5.9,9.1,1.2,8.4,1.0,8.3,12.0,4.6,0.0,7.4,0.0,6.4,0.3,11.85
158,2017.12.12,8.7,3.8,8.9,5.9,9.1,1.2,8.4,1.0,8.3,12.0,4.6,0.0,7.4,0.0,2.95
159,2017.12.13,5.8,2.0,8.7,3.8,8.9,5.9,9.1,1.2,8.4,1.0,8.3,12.0,4.6,0.0,1.85
160,2017.12.14,5.6,5.5,5.8,2.0,8.7,3.8,8.9,5.9,9.1,1.2,8.4,1.0,8.3,12.0,5.85
161,2017.12.15,7.0,27.6,5.6,5.5,5.8,2.0,8.7,3.8,8.9,5.9,9.1,1.2,8.4,1.0,3.2
162,2017.12.16,4.7,3.8,7.0,27.6,5.6,5.5,5.8,2.0,8.7,3.8,8.9,5.9,9.1,1.2,0.3500000000000001
163,2017.12.17,5.5,0.0,4.7,3.8,7.0,27.6,5.6,5.5,5.8,2.0,8.7,3.8,8.9,5.9,-2.25
164,2017.12.18,2.2,0.2,5.5,0.0,4.7,3.8,7.0,27.6,5.6,5.5,5.8,2.0,8.7,3.8,-3.3
165,2017.12.19,2.1,0.2,2.2,0.2,5.5,0.0,4.7,3.8,7.0,27.6,5.6,5.5,5.8,2.0,-4.8
166,2017.12.20,2.0,0.2,2.1,0.2,2.2,0.2,5.5,0.0,4.7,3.8,7.0,27.6,5.6,5.5,-5.300000000000001
167,2017.12.21,3.6,0.6,2.0,0.2,2.1,0.2,2.2,0.2,5.5,0.0,4.7,3.8,7.0,27.6,0.7999999999999999
168,2017.12.22,5.7,0.0,3.6,0.6,2.0,0.2,2.1,0.2,2.2,0.2,5.5,0.0,4.7,3.8,0.8999999999999999
169,2017.12.23,7.5,0.2,5.7,0.0,3.6,0.6,2.0,0.2,2.1,0.2,2.2,0.2,5.5,0.0,5.3
170,2017.12.24,8.6,0.2,7.5,0.2,5.7,0.0,3.6,0.6,2.0,0.2,2.1,0.2,2.2,0.2,1.8
171,2017.12.25,4.7,0.0,8.6,0.2,7.5,0.2,5.7,0.0,3.6,0.6,2.0,0.2,2.1,0.2,3.8499999999999996
172,2017.12.26,6.7,0.1,4.7,0.0,8.6,0.2,7.5,0.2,5.7,0.0,3.6,0.6,2.0,0.2,4.9
173,2017.12.27,7.2,0.0,6.7,0.1,4.7,0.0,8.6,0.2,7.5,0.2,5.7,0.0,3.6,0.6,4.75
174,2017.12.28,7.5,7.0,7.2,0.0,6.7,0.1,4.7,0.0,8.6,0.2,7.5,0.2,5.7,0.0,0.29999999999999993
175,2017.12.29,9.5,0.4,7.5,7.0,7.2,0.0,6.7,0.1,4.7,0.0,8.6,0.2,7.5,0.2,-1.15
176,2017.12.30,5.3,0.2,9.5,0.4,7.5,7.0,7.2,0.0,6.7,0.1,4.7,0.0,8.6,0.2,2.0500000000000003
177,2017.12.31,5.0,3.9,5.3,0.2,9.5,0.4,7.5,7.0,7.2,0.0,6.7,0.1,4.7,0.0,4.3
178,2018.01.01,5.0,0.3,5.0,3.9,5.3,0.2,9.5,0.4,7.5,7.0,7.2,0.0,6.7,0.1,3.0
179,2018.01.02,7.8,8.7,5.0,0.3,5.0,3.9,5.3,0.2,9.5,0.4,7.5,7.0,7.2,0.0,1.5499999999999998
180,2018.01.03,7.4,6.1,7.8,8.7,5.0,0.3,5.0,3.9,5.3,0.2,9.5,0.4,7.5,7.0,5.25
181,2018.01.04,6.2,0.3,7.4,6.1,7.8,8.7,5.0,0.3,5.0,3.9,5.3,0.2,9.5,0.4,5.75
182,2018.01.05,3.5,1.1,6.2,0.3,7.4,6.1,7.8,8.7,5.0,0.3,5.0,3.9,5.3,0.2,9.45
183,2018.01.06,4.7,0.4,3.5,1.1,6.2,0.3,7.4,6.1,7.8,8.7,5.0,0.3,5.0,3.9,6.8
184,2018.01.07,3.2,0.1,4.7,0.4,3.5,1.1,6.2,0.3,7.4,6.1,7.8,8.7,5.0,0.3,7.0
185,2018.01.08,4.0,0.3,3.2,0.1,4.7,0.4,3.5,1.1,6.2,0.3,7.4,6.1,7.8,8.7,6.050000000000001
186,2018.01.09,5.5,0.0,4.0,0.3,3.2,0.1,4.7,0.4,3.5,1.1,6.2,0.3,7.4,6.1,4.550000000000001
187,2018.01.10,6.3,1.3,5.5,0.0,4.0,0.3,3.2,0.1,4.7,0.4,3.5,1.1,6.2,0.3,4.5
188,2018.01.11,3.0,3.1,6.3,1.3,5.5,0.0,4.0,0.3,3.2,0.1,4.7,0.4,3.5,1.1,3.5999999999999996
189,2018.01.12,3.9,4.0,3.0,3.1,6.3,1.3,5.5,0.0,4.0,0.3,3.2,0.1,4.7,0.4,0.85
190,2018.01.13,7.6,2.6,3.9,4.0,3.0,3.1,6.3,1.3,5.5,0.0,4.0,0.3,3.2,0.1,-2.0
191,2018.01.14,5.0,3.6,7.6,2.6,3.9,4.0,3.0,3.1,6.3,1.3,5.5,0.0,4.0,0.3,-3.8
192,2018.01.15,2.9,0.9,5.0,3.6,7.6,2.6,3.9,4.0,3.0,3.1,6.3,1.3,5.5,0.0,-1.2000000000000002
193,2018.01.16,5.4,2.7,2.9,0.9,5.0,3.6,7.6,2.6,3.9,4.0,3.0,3.1,6.3,1.3,-0.8500000000000001
194,2018.01.17,8.4,0.0,5.4,2.7,2.9,0.9,5.0,3.6,7.6,2.6,3.9,4.0,3.0,3.1,1.25
195,2018.01.18,7.3,0.3,8.4,0.0,5.4,2.7,2.9,0.9,5.0,3.6,7.6,2.6,3.9,4.0,2.15
196,2018.01.19,7.1,1.2,7.3,0.3,8.4,0.0,5.4,2.7,2.9,0.9,5.0,3.6,7.6,2.6,-0.4999999999999998
