,Date,Wind_m/s,Precipitation_mm,Min_temp,Max_temp,Mean_temp,Target: Min_temp
805,2019.09.14,4.4,0.0,18.4,25.6,22.0,15.7
806,2019.09.15,3.2,0.0,15.7,23.8,19.75,17.5
807,2019.09.16,3.5,0.0,17.5,26.7,22.1,16.7
808,2019.09.17,6.1,0.0,16.7,22.0,19.35,11.2
809,2019.09.18,8.4,0.0,11.2,17.2,14.2,10.4
810,2019.09.19,4.8,0.0,10.4,17.1,13.75,9.8
811,2019.09.20,3.5,0.0,9.8,18.8,14.3,12.4
812,2019.09.21,2.0,0.0,12.4,19.5,15.95,13.1
813,2019.09.22,4.2,0.0,13.1,22.5,17.8,13.7
814,2019.09.23,4.7,0.0,13.7,17.7,15.7,14.2
815,2019.09.24,2.1,0.0,14.2,20.4,17.299999999999997,14.9
816,2019.09.25,3.3,1.3,14.9,20.2,17.55,14.5
817,2019.09.26,5.2,1.9,14.5,21.1,17.8,14.7
818,2019.09.27,2.8,0.0,14.7,23.0,18.85,16.4
819,2019.09.28,3.6,0.7,16.4,17.5,16.95,14.7
820,2019.09.29,4.4,0.0,14.7,22.6,18.65,15.9
821,2019.09.30,10.7,0.0,15.9,24.0,19.95,13.4
822,2019.10.01,4.7,0.0,13.4,22.7,18.05,15.9
823,2019.10.02,5.5,2.5,15.9,23.1,19.5,10.2
824,2019.10.03,9.1,0.3,10.2,15.2,12.7,8.1
825,2019.10.04,3.5,0.0,8.1,16.2,12.149999999999999,10.3
826,2019.10.05,7.3,4.1,10.3,13.1,11.7,8.9
827,2019.10.06,7.1,0.3,8.9,14.6,11.75,8.2
828,2019.10.07,3.4,0.0,8.2,12.1,10.149999999999999,7.2
829,2019.10.08,4.3,0.0,7.2,13.9,10.55,10.3
830,2019.10.09,7.9,0.0,10.3,19.2,14.75,11.1
831,2019.10.10,6.8,2.2,11.1,15.4,13.25,9.4
832,2019.10.11,4.2,0.0,9.4,17.3,13.350000000000001,11.1
833,2019.10.12,3.1,0.0,11.1,20.6,15.850000000000001,13.3
834,2019.10.13,2.2,0.0,13.3,20.6,16.950000000000003,14.6
835,2019.10.14,3.2,0.0,14.6,21.4,18.0,14.8
836,2019.10.15,3.6,0.0,14.8,22.7,18.75,14.1
837,2019.10.16,3.1,0.0,14.1,17.3,15.7,13.8
838,2019.10.17,1.6,0.0,13.8,21.5,17.65,14.5
839,2019.10.18,3.1,0.0,14.5,21.0,17.75,13.4
840,2019.10.19,5.5,0.0,13.4,21.6,17.5,15.0
841,2019.10.20,5.1,0.0,15.0,22.8,18.9,15.6
842,2019.10.21,3.7,0.0,15.6,23.6,19.6,15.7
843,2019.10.22,1.5,0.0,15.7,23.0,19.35,16.2
844,2019.10.23,2.7,0.0,16.2,23.3,19.75,14.8
845,2019.10.24,2.8,0.0,14.8,22.1,18.450000000000003,14.7
846,2019.10.25,2.3,0.0,14.7,21.9,18.299999999999997,13.7
847,2019.10.26,1.7,0.0,13.7,19.7,16.7,13.6
848,2019.10.27,1.2,0.0,13.6,20.4,17.0,12.3
849,2019.10.28,4.0,0.0,12.3,17.2,14.75,9.3
850,2019.10.29,2.4,9.8,9.3,11.4,10.350000000000001,7.5
851,2019.10.30,3.1,0.0,7.5,11.5,9.5,5.6
852,2019.10.31,1.5,0.0,5.6,10.1,7.85,5.3
853,2019.11.01,3.5,0.0,5.3,9.7,7.5,6.3
854,2019.11.02,4.8,0.0,6.3,11.1,8.7,9.8
855,2019.11.03,6.6,0.4,9.8,16.4,13.1,9.9
856,2019.11.04,5.3,9.6,9.9,15.7,12.8,9.2
857,2019.11.05,6.6,12.3,9.2,16.3,12.75,9.7
858,2019.11.06,4.3,5.1,9.7,12.7,11.2,9.6
859,2019.11.07,2.2,8.2,9.6,13.9,11.75,8.5
860,2019.11.08,4.3,0.0,8.5,13.5,11.0,10.5
861,2019.11.09,3.1,0.0,10.5,15.1,12.8,7.4
862,2019.11.10,4.2,1.3,7.4,10.1,8.75,5.5
863,2019.11.11,6.1,0.0,5.5,10.2,7.85,7.0
864,2019.11.12,3.5,1.9,7.0,10.2,8.6,10.4
865,2019.11.13,7.7,14.9,10.4,16.4,13.399999999999999,6.4
866,2019.11.14,3.9,0.3,6.4,11.4,8.9,8.4
867,2019.11.15,3.8,0.0,8.4,14.5,11.45,10.3
868,2019.11.16,4.0,0.0,10.3,16.3,13.3,10.2
869,2019.11.17,4.6,0.0,10.2,13.8,12.0,9.6
870,2019.11.18,5.0,0.2,9.6,14.1,11.85,8.1
871,2019.11.19,3.5,0.0,8.1,11.6,9.85,9.3
872,2019.11.20,4.9,4.3,9.3,10.9,10.100000000000001,9.5
873,2019.11.21,4.0,5.3,9.5,11.5,10.5,8.4
874,2019.11.22,5.1,1.3,8.4,11.8,10.100000000000001,4.6
875,2019.11.23,5.3,0.0,4.6,9.0,6.8,5.7
876,2019.11.24,4.5,0.0,5.7,9.8,7.75,5.7
877,2019.11.25,1.8,0.0,5.7,10.6,8.15,6.6
878,2019.11.26,1.2,0.0,6.6,10.2,8.399999999999999,5.4
879,2019.11.27,5.0,2.6,5.4,9.7,7.55,9.0
880,2019.11.28,2.6,7.5,9.0,10.3,9.65,7.4
881,2019.11.29,3.8,0.0,7.4,11.0,9.2,1.6
882,2019.11.30,7.4,0.0,1.6,5.5,3.55,0.7
883,2019.12.01,4.7,0.0,0.7,4.2,2.45,0.2
884,2019.12.02,4.7,6.7,0.2,1.8,1.0,-1.6
885,2019.12.03,4.1,0.0,-1.6,1.0,-0.30000000000000004,-3.5
886,2019.12.04,2.0,0.0,-3.5,-0.7,-2.1,-2.6
887,2019.12.05,2.4,0.0,-2.6,-0.2,-1.4000000000000001,-2.8
888,2019.12.06,1.6,0.0,-2.8,0.2,-1.2999999999999998,-1.6
889,2019.12.07,2.6,0.0,-1.6,2.8,0.5999999999999999,1.6
890,2019.12.08,2.1,0.0,1.6,6.3,3.95,4.2
891,2019.12.09,3.3,3.3,4.2,6.2,5.2,1.2
892,2019.12.10,8.3,4.9,1.2,5.7,3.45,-0.4
893,2019.12.11,2.6,0.0,-0.4,2.4,1.0,1.0
894,2019.12.12,2.9,4.7,1.0,3.5,2.25,3.3
895,2019.12.13,4.5,5.0,3.3,5.0,4.15,3.7
896,2019.12.14,4.2,1.6,3.7,4.7,4.2,2.5
897,2019.12.15,3.4,0.0,2.5,7.4,4.95,4.6
898,2019.12.16,3.8,0.0,4.6,9.2,6.8999999999999995,7.2
899,2019.12.17,6.7,0.0,7.2,14.1,10.65,7.6
900,2019.12.18,3.9,0.0,7.6,12.0,9.8,6.3
901,2019.12.19,2.3,0.0,6.3,8.9,7.6,5.2
902,2019.12.20,6.1,0.0,5.2,10.1,7.65,9.6
903,2019.12.21,6.3,4.5,9.6,10.9,10.25,6.2
904,2019.12.22,6.3,17.2,6.2,9.3,7.75,7.0
905,2019.12.23,9.9,4.9,7.0,7.6,7.3,5.4
906,2019.12.24,9.4,0.0,5.4,7.8,6.6,4.6
907,2019.12.25,6.2,3.1,4.6,8.3,6.45,3.2
908,2019.12.26,6.0,0.0,3.2,6.4,4.800000000000001,1.6
909,2019.12.27,4.9,0.0,1.6,4.6,3.0999999999999996,-0.1
910,2019.12.28,7.2,0.0,-0.1,3.0,1.45,-1.1
911,2019.12.29,3.2,0.0,-1.1,1.0,-0.050000000000000044,-1.5
912,2019.12.30,2.3,0.0,-1.5,1.1,-0.19999999999999996,-0.6
913,2019.12.31,5.1,0.0,-0.6,4.4,1.9000000000000001,0.2
914,2020.01.01,4.5,0.0,0.2,3.0,1.6,-0.5
915,2020.01.02,1.6,0.0,-0.5,3.3,1.4,-0.7
916,2020.01.03,1.6,0.0,-0.7,2.4,0.85,1.1
917,2020.01.04,7.4,0.0,1.1,6.7,3.9000000000000004,-0.7
918,2020.01.05,7.9,0.1,-0.7,3.5,1.4,-1.0
919,2020.01.06,1.7,0.0,-1.0,1.0,0.0,-1.3
920,2020.01.07,1.5,0.0,-1.3,1.7,0.19999999999999996,-1.2
921,2020.01.08,1.2,0.0,-1.2,1.1,-0.04999999999999993,-1.0
922,2020.01.09,1.8,0.0,-1.0,1.3,0.15000000000000002,-0.7
923,2020.01.10,2.6,0.0,-0.7,1.5,0.4,0.2
924,2020.01.11,4.8,0.0,0.2,6.5,3.35,0.8
925,2020.01.12,1.4,0.0,0.8,4.2,2.5,-0.3
926,2020.01.13,1.9,0.0,-0.3,2.7,1.2000000000000002,-0.5
927,2020.01.14,2.1,0.0,-0.5,2.9,1.2,-0.4
928,2020.01.15,2.3,0.0,-0.4,3.1,1.35,-0.1
929,2020.01.16,1.4,0.0,-0.1,3.0,1.45,-0.3
930,2020.01.17,2.2,0.0,-0.3,2.5,1.1,-0.8
931,2020.01.18,2.3,0.0,-0.8,1.7,0.44999999999999996,0.1
932,2020.01.19,2.5,0.1,0.1,2.8,1.45,-0.1
933,2020.01.20,2.6,0.0,-0.1,4.4,2.1500000000000004,-0.5
934,2020.01.21,1.5,0.0,-0.5,3.6,1.55,-0.9
935,2020.01.22,4.7,0.0,-0.9,2.8,0.95,-0.6
936,2020.01.23,4.6,0.0,-0.6,3.4,1.4,-1.6
937,2020.01.24,1.9,0.0,-1.6,1.7,0.04999999999999993,-0.9
938,2020.01.25,1.6,0.9,-0.9,1.6,0.35000000000000003,0.3
939,2020.01.26,1.9,0.4,0.3,1.2,0.75,1.5
940,2020.01.27,2.0,0.0,1.5,5.7,3.6,0.3
941,2020.01.28,3.6,6.8,0.3,4.7,2.5,1.5
942,2020.01.29,6.8,0.1,1.5,5.3,3.4,0.3
943,2020.01.30,6.7,0.4,0.3,4.5,2.4,1.5
944,2020.01.31,7.1,0.7,1.5,11.0,6.25,5.5
945,2020.02.01,3.3,0.0,5.5,10.6,8.05,8.6
946,2020.02.02,8.4,0.4,8.6,12.8,10.7,7.3
947,2020.02.03,7.6,5.0,7.3,10.8,9.05,3.0
948,2020.02.04,12.6,9.8,3.0,7.4,5.2,0.9
949,2020.02.05,11.2,0.0,0.9,7.0,3.95,-0.1
950,2020.02.06,7.3,0.0,-0.1,4.3,2.1,1.2
951,2020.02.07,5.3,0.0,1.2,6.8,4.0,-0.8
952,2020.02.08,3.7,0.0,-0.8,4.1,1.65,-0.6
953,2020.02.09,2.9,0.0,-0.6,5.3,2.35,3.5
954,2020.02.10,8.6,0.4,3.5,12.0,7.75,4.4
955,2020.02.11,11.0,2.1,4.4,7.9,6.15,2.2
956,2020.02.12,7.3,0.0,2.2,6.4,4.300000000000001,1.4
957,2020.02.13,6.3,1.0,1.4,7.4,4.4,4.9
958,2020.02.14,6.7,4.3,4.9,8.0,6.45,2.5
959,2020.02.15,3.4,0.0,2.5,8.2,5.35,2.0
960,2020.02.16,3.6,0.0,2.0,9.1,5.55,3.6
961,2020.02.17,2.6,0.0,3.6,11.0,7.3,6.0
962,2020.02.18,6.1,0.4,6.0,10.8,8.4,3.1
963,2020.02.19,6.0,0.2,3.1,7.8,5.45,2.2
964,2020.02.20,5.8,0.0,2.2,6.8,4.5,2.6
965,2020.02.21,8.8,0.4,2.6,7.8,5.2,1.6
966,2020.02.22,4.9,0.0,1.6,8.6,5.1,5.0
967,2020.02.23,8.5,0.4,5.0,10.8,7.9,5.0
968,2020.02.24,9.6,1.9,5.0,12.3,8.65,4.2
969,2020.02.25,5.5,1.9,4.2,14.4,9.3,4.7
970,2020.02.26,7.7,7.1,4.7,8.9,6.800000000000001,2.6
971,2020.02.27,7.8,0.0,2.6,6.8,4.7,2.1
972,2020.02.28,11.9,3.7,2.1,7.1,4.6,1.4
973,2020.02.29,6.6,0.0,1.4,8.9,5.15,6.5
974,2020.03.01,6.2,5.6,6.5,9.6,8.05,7.5
975,2020.03.02,6.6,12.9,7.5,12.4,9.95,6.1
976,2020.03.03,4.7,4.3,6.1,10.5,8.3,5.1
977,2020.03.04,6.4,0.0,5.1,8.9,7.0,2.9
978,2020.03.05,4.0,0.0,2.9,9.8,6.3500000000000005,3.8
979,2020.03.06,4.8,11.8,3.8,5.6,4.699999999999999,4.9
980,2020.03.07,6.8,1.2,4.9,9.3,7.1000000000000005,2.5
981,2020.03.08,4.5,0.0,2.5,9.0,5.75,3.4
982,2020.03.09,2.6,0.0,3.4,10.0,6.7,4.4
983,2020.03.10,4.6,0.0,4.4,11.3,7.8500000000000005,6.8
984,2020.03.11,4.8,1.5,6.8,14.6,10.7,9.5
985,2020.03.12,5.3,0.0,9.5,16.7,13.1,7.2
986,2020.03.13,7.6,0.4,7.2,13.1,10.15,4.8
987,2020.03.14,5.8,0.0,4.8,9.7,7.25,2.1
988,2020.03.15,4.1,0.0,2.1,8.9,5.5,2.5
989,2020.03.16,6.1,0.0,2.5,10.6,6.55,4.1
990,2020.03.17,1.5,0.0,4.1,13.1,8.6,7.8
991,2020.03.18,1.7,0.0,7.8,15.5,11.65,8.9
992,2020.03.19,2.2,0.0,8.9,17.2,13.05,10.5
993,2020.03.20,2.8,0.0,10.5,17.6,14.05,4.8
994,2020.03.21,6.9,2.9,4.8,15.4,10.1,1.4
995,2020.03.22,4.8,1.0,1.4,5.8,3.5999999999999996,0.0
996,2020.03.23,9.3,1.1,0.0,3.7,1.85,0.1
997,2020.03.24,7.7,0.0,0.1,6.2,3.15,0.5
998,2020.03.25,6.2,0.0,0.5,5.0,2.75,3.0
999,2020.03.26,5.4,0.0,3.0,11.9,7.45,6.2
1000,2020.03.27,3.6,0.0,6.2,14.4,10.3,8.0
1001,2020.03.28,2.7,0.0,8.0,16.4,12.2,8.8
1002,2020.03.29,5.7,0.0,8.8,15.8,12.3,2.0
1003,2020.03.30,4.2,1.4,2.0,8.1,5.05,1.6
1004,2020.03.31,2.8,0.0,1.6,8.3,4.95,3.1
1005,2020.04.01,1.9,0.0,3.1,10.0,6.55,3.2
1006,2020.04.02,2.8,0.0,3.2,11.1,7.15,4.2
1007,2020.04.03,4.1,0.0,4.2,13.8,9.0,6.6
1008,2020.04.04,3.8,0.0,6.6,15.0,10.8,7.9
1009,2020.04.05,4.6,0.0,7.9,15.9,11.9,8.0
1010,2020.04.06,3.8,0.0,8.0,15.6,11.8,8.2
1011,2020.04.07,1.9,0.0,8.2,17.0,12.6,9.8
1012,2020.04.08,1.4,0.0,9.8,19.2,14.5,11.3
1013,2020.04.09,3.9,0.0,11.3,20.5,15.9,12.5
1014,2020.04.10,4.7,0.0,12.5,18.8,15.65,10.6
1015,2020.04.11,2.5,0.0,10.6,18.9,14.75,10.8
1016,2020.04.12,3.4,0.0,10.8,17.9,14.35,11.9
1017,2020.04.13,6.1,0.3,11.9,21.1,16.5,7.2
1018,2020.04.14,6.9,0.2,7.2,10.9,9.05,5.3
1019,2020.04.15,5.0,0.0,5.3,13.6,9.45,8.1
1020,2020.04.16,4.1,0.0,8.1,19.5,13.8,11.4
1021,2020.04.17,5.4,0.0,11.4,21.4,16.4,12.7
1022,2020.04.18,3.0,1.0,12.7,20.5,16.6,12.4
1023,2020.04.19,5.1,11.4,12.4,17.0,14.7,8.4
1024,2020.04.20,5.5,0.0,8.4,15.4,11.9,7.8
1025,2020.04.21,6.0,0.0,7.8,16.2,12.0,8.4
1026,2020.04.22,4.1,0.0,8.4,17.2,12.8,9.6
1027,2020.04.23,2.8,0.0,9.6,18.5,14.05,11.4
1028,2020.04.24,4.7,0.0,11.4,18.9,15.149999999999999,12.3
1029,2020.04.25,8.5,0.4,12.3,18.4,15.35,9.2
1030,2020.04.26,3.2,0.0,9.2,18.3,13.75,10.9
1031,2020.04.27,3.9,0.0,10.9,18.8,14.850000000000001,12.1
1032,2020.04.28,5.3,2.5,12.1,22.2,17.15,14.2
1033,2020.04.29,5.6,3.1,14.2,18.4,16.299999999999997,12.1
1034,2020.04.30,6.3,0.5,12.1,21.0,16.55,14.1
1035,2020.05.01,4.8,1.1,14.1,19.1,16.6,12.3
1036,2020.05.02,6.0,0.0,12.3,19.4,15.85,10.9
1037,2020.05.03,7.9,0.0,10.9,17.8,14.350000000000001,10.0
1038,2020.05.04,4.1,0.1,10.0,19.5,14.75,12.0
1039,2020.05.05,7.4,4.8,12.0,17.5,14.75,8.0
1040,2020.05.06,8.5,0.0,8.0,15.6,11.8,9.4
1041,2020.05.07,8.0,0.0,9.4,16.3,12.850000000000001,9.7
1042,2020.05.08,2.6,0.0,9.7,21.8,15.75,14.1
1043,2020.05.09,3.4,0.0,14.1,23.1,18.6,15.8
1044,2020.05.10,4.2,0.0,15.8,24.0,19.9,15.8
1045,2020.05.11,8.3,0.0,15.8,24.6,20.200000000000003,8.4
1046,2020.05.12,7.9,0.0,8.4,15.5,11.95,7.3
1047,2020.05.13,3.5,1.0,7.3,11.2,9.25,11.3
1048,2020.05.14,4.7,0.6,11.3,22.4,16.85,11.1
1049,2020.05.15,7.6,4.1,11.1,19.4,15.25,9.1
1050,2020.05.16,3.1,0.0,9.1,19.9,14.5,12.8
1051,2020.05.17,3.5,6.3,12.8,20.9,16.85,13.7
1052,2020.05.18,2.4,0.0,13.7,24.3,19.0,16.7
1053,2020.05.19,4.0,0.1,16.7,25.1,20.9,15.7
1054,2020.05.20,3.7,9.7,15.7,19.7,17.7,13.2
1055,2020.05.21,4.9,0.0,13.2,20.0,16.6,11.0
1056,2020.05.22,4.1,0.0,11.0,19.1,15.05,13.0
1057,2020.05.23,3.1,1.5,13.0,16.8,14.9,12.0
1058,2020.05.24,9.9,2.7,12.0,19.9,15.95,12.0
1059,2020.05.25,7.1,0.2,12.0,17.9,14.95,10.5
1060,2020.05.26,4.8,2.0,10.5,20.4,15.45,12.1
1061,2020.05.27,3.9,1.2,12.1,21.8,16.95,13.1
1062,2020.05.28,6.1,0.3,13.1,20.9,17.0,12.5
1063,2020.05.29,4.8,1.2,12.5,20.4,16.45,12.5
1064,2020.05.30,3.9,5.1,12.5,19.7,16.1,10.7
1065,2020.05.31,8.3,0.0,10.7,13.4,12.05,12.1
1066,2020.06.01,4.3,1.5,12.1,22.4,17.25,13.5
1067,2020.06.02,4.8,0.2,13.5,19.9,16.7,11.7
1068,2020.06.03,3.9,1.3,11.7,21.8,16.75,14.6
1069,2020.06.04,7.9,1.3,14.6,24.5,19.55,16.6
1070,2020.06.05,7.6,9.1,16.6,23.3,19.950000000000003,14.8
1071,2020.06.06,3.4,1.9,14.8,25.9,20.35,19.3
1072,2020.06.07,4.5,12.1,19.3,27.0,23.15,15.4
1073,2020.06.08,4.2,3.1,15.4,23.6,19.5,15.9
1074,2020.06.09,2.1,1.6,15.9,26.1,21.0,18.7
1075,2020.06.10,3.3,8.2,18.7,25.1,21.9,18.4
1076,2020.06.11,3.0,2.4,18.4,25.3,21.85,16.5
1077,2020.06.12,2.2,0.4,16.5,26.5,21.5,19.1
1078,2020.06.13,2.3,1.2,19.1,30.2,24.65,22.2
1079,2020.06.14,3.2,17.6,22.2,28.3,25.25,18.1
1080,2020.06.15,3.3,19.0,18.1,23.6,20.85,18.0
1081,2020.06.16,4.1,19.3,18.0,21.3,19.65,18.9
1082,2020.06.17,3.8,9.9,18.9,23.1,21.0,18.6
1083,2020.06.18,5.5,10.2,18.6,22.5,20.55,16.8
1084,2020.06.19,7.9,0.0,16.8,24.0,20.4,16.6
1085,2020.06.20,7.6,0.0,16.6,20.3,18.450000000000003,15.1
1086,2020.06.21,6.8,2.8,15.1,21.2,18.15,17.1
1087,2020.06.22,5.8,0.8,17.1,22.8,19.950000000000003,18.8
1088,2020.06.23,4.4,0.0,18.8,26.2,22.5,15.8
1089,2020.06.24,3.7,0.0,15.8,25.1,20.450000000000003,18.2
1090,2020.06.25,3.3,0.0,18.2,27.5,22.85,20.3
1091,2020.06.26,6.2,3.6,20.3,29.7,25.0,20.7
1092,2020.06.27,4.4,2.3,20.7,30.4,25.549999999999997,22.9
1093,2020.06.28,3.5,0.0,22.9,33.0,27.95,19.1
1094,2020.06.29,9.6,2.3,19.1,32.0,25.55,18.0
1095,2020.06.30,4.8,0.0,18.0,27.6,22.8,20.7
1096,2020.07.01,4.1,0.0,20.7,30.5,25.6,23.1
1097,2020.07.02,3.1,3.9,23.1,31.8,27.450000000000003,21.4
1098,2020.07.03,7.0,6.4,21.4,25.2,23.299999999999997,20.4
1099,2020.07.04,3.5,1.2,20.4,28.1,24.25,19.3
1100,2020.07.05,4.1,0.0,19.3,29.3,24.3,21.9
1101,2020.07.06,7.6,0.0,21.9,29.8,25.85,15.8
1102,2020.07.07,9.1,1.3,15.8,23.1,19.450000000000003,16.2
1103,2020.07.08,3.5,0.0,16.2,26.5,21.35,19.4
1104,2020.07.09,3.7,0.0,19.4,26.7,23.049999999999997,20.7
1105,2020.07.10,4.8,0.0,20.7,31.8,26.25,18.1
1106,2020.07.11,6.3,3.5,18.1,31.2,24.65,16.2
1107,2020.07.12,5.2,4.0,16.2,22.6,19.4,17.1
1108,2020.07.13,3.2,0.3,17.1,23.8,20.450000000000003,17.4
1109,2020.07.14,2.2,0.0,17.4,24.6,21.0,18.1
1110,2020.07.15,3.4,0.0,18.1,26.0,22.05,18.6
1111,2020.07.16,5.0,0.0,18.6,24.6,21.6,16.4
1112,2020.07.17,4.7,0.8,16.4,23.1,19.75,17.1
1113,2020.07.18,2.6,2.1,17.1,21.2,19.15,16.4
1114,2020.07.19,2.2,3.2,16.4,27.4,21.9,18.4
1115,2020.07.20,4.1,0.0,18.4,28.9,23.65,21.0
1116,2020.07.21,3.8,0.4,21.0,30.2,25.6,20.9
1117,2020.07.22,3.9,2.8,20.9,28.2,24.549999999999997,22.6
1118,2020.07.23,3.8,0.0,22.6,29.5,26.05,21.2
1119,2020.07.24,4.8,7.3,21.2,29.8,25.5,20.2
1120,2020.07.25,4.1,5.7,20.2,27.3,23.75,19.4
1121,2020.07.26,4.1,0.0,19.4,29.2,24.299999999999997,20.9
1122,2020.07.27,4.2,0.0,20.9,29.7,25.299999999999997,22.6
1123,2020.07.28,4.4,0.0,22.6,32.9,27.75,23.8
1124,2020.07.29,5.0,0.0,23.8,30.5,27.15,24.0
1125,2020.07.30,3.2,0.0,24.0,32.8,28.4,24.6
1126,2020.07.31,4.6,0.0,24.6,31.4,28.0,21.2
1127,2020.08.01,3.9,0.0,21.2,28.8,25.0,20.5
1128,2020.08.02,4.3,0.0,20.5,29.8,25.15,21.7
1129,2020.08.03,5.2,0.5,21.7,31.5,26.6,20.6
1130,2020.08.04,5.4,4.3,20.6,29.6,25.1,20.6
1131,2020.08.05,3.1,3.4,20.6,25.0,22.8,20.5
1132,2020.08.06,4.7,1.3,20.5,29.7,25.1,22.7
1133,2020.08.07,5.8,0.0,22.7,31.5,27.1,24.2
1134,2020.08.08,3.8,0.0,24.2,32.9,28.549999999999997,24.8
1135,2020.08.09,3.1,0.0,24.8,33.0,28.9,25.3
1136,2020.08.10,2.8,1.5,25.3,33.0,29.15,23.5
1137,2020.08.11,3.8,1.4,23.5,33.1,28.3,24.1
1138,2020.08.12,4.0,0.0,24.1,32.1,28.1,22.6
1139,2020.08.13,3.2,0.0,22.6,31.3,26.950000000000003,24.6
1140,2020.08.14,3.3,0.0,24.6,31.0,27.8,23.0
1141,2020.08.15,2.6,1.1,23.0,28.9,25.95,20.5
1142,2020.08.16,3.4,25.9,20.5,26.0,23.25,21.8
1143,2020.08.17,3.9,4.4,21.8,30.9,26.35,22.1
1144,2020.08.18,4.3,6.6,22.1,27.4,24.75,21.2
1145,2020.08.19,4.5,1.1,21.2,27.8,24.5,20.0
1146,2020.08.20,3.6,0.0,20.0,30.1,25.05,22.3
1147,2020.08.21,2.7,0.0,22.3,31.6,26.950000000000003,23.2
1148,2020.08.22,2.1,0.0,23.2,32.9,28.049999999999997,21.6
1149,2020.08.23,4.9,3.7,21.6,28.7,25.15,22.0
1150,2020.08.24,4.0,0.0,22.0,28.9,25.45,21.0
1151,2020.08.25,4.6,0.0,21.0,26.7,23.85,20.4
1152,2020.08.26,5.6,0.0,20.4,30.3,25.35,19.5
1153,2020.08.27,7.7,0.0,19.5,26.1,22.8,19.0
1154,2020.08.28,4.8,0.0,19.0,29.1,24.05,22.1
1155,2020.08.29,6.7,0.0,22.1,32.7,27.400000000000002,23.4
1156,2020.08.30,7.6,0.0,23.4,34.3,28.849999999999998,19.1
1157,2020.08.31,7.0,0.2,19.1,26.2,22.65,15.7
1158,2020.09.01,5.5,16.7,15.7,19.7,17.7,13.9
1159,2020.09.02,5.3,0.0,13.9,24.0,18.95,17.1
1160,2020.09.03,4.1,0.0,17.1,25.1,21.1,16.7
1161,2020.09.04,3.0,0.0,16.7,25.9,21.299999999999997,19.7
1162,2020.09.05,2.4,0.0,19.7,28.9,24.299999999999997,21.0
1163,2020.09.06,2.3,0.0,21.0,30.1,25.55,20.4
1164,2020.09.07,4.9,0.2,20.4,26.5,23.45,17.5
1165,2020.09.08,2.8,0.0,17.5,25.9,21.7,18.5
1166,2020.09.09,2.1,0.0,18.5,28.0,23.25,19.6
1167,2020.09.10,3.0,0.0,19.6,27.7,23.65,19.6
1168,2020.09.11,2.8,0.0,19.6,27.5,23.55,20.5
1169,2020.09.12,3.0,0.0,20.5,29.6,25.05,22.3
1170,2020.09.13,2.7,0.0,22.3,30.2,26.25,22.4
1171,2020.09.14,3.9,0.0,22.4,30.5,26.45,22.8
1172,2020.09.15,3.9,0.0,22.8,30.7,26.75,23.0
1173,2020.09.16,2.7,0.0,23.0,30.5,26.75,19.9
1174,2020.09.17,3.9,0.8,19.9,30.5,25.2,17.2
1175,2020.09.18,3.6,0.0,17.2,23.5,20.35,16.5
1176,2020.09.19,2.6,0.0,16.5,23.1,19.8,16.3
1177,2020.09.20,4.0,0.0,16.3,25.7,21.0,17.8
1178,2020.09.21,4.1,0.0,17.8,26.8,22.3,18.5
1179,2020.09.22,4.7,0.0,18.5,28.1,23.3,19.4
1180,2020.09.23,2.5,1.8,19.4,26.4,22.9,18.9
1181,2020.09.24,2.0,1.0,18.9,24.9,21.9,18.5
1182,2020.09.25,5.6,9.2,18.5,21.6,20.05,11.8
1183,2020.09.26,7.6,10.4,11.8,18.3,15.05,9.5
1184,2020.09.27,6.0,0.0,9.5,16.9,13.2,13.3
1185,2020.09.28,6.0,8.5,13.3,19.6,16.450000000000003,13.4
1186,2020.09.29,6.0,0.2,13.4,17.0,15.2,11.9
1187,2020.09.30,6.9,0.2,11.9,16.0,13.95,13.9
1188,2020.10.01,5.2,6.0,13.9,15.8,14.850000000000001,12.5
1189,2020.10.02,4.3,0.2,12.5,21.6,17.05,16.1
1190,2020.10.03,6.9,0.0,16.1,27.0,21.55,17.6
1191,2020.10.04,6.4,6.0,17.6,22.4,20.0,16.2
1192,2020.10.05,5.7,0.0,16.2,22.8,19.5,14.8
1193,2020.10.06,4.3,0.0,14.8,21.9,18.35,14.5
1194,2020.10.07,6.8,2.5,14.5,15.9,15.2,11.3
1195,2020.10.08,6.6,0.0,11.3,18.1,14.700000000000001,12.1
1196,2020.10.09,2.5,0.0,12.1,18.8,15.45,15.1
1197,2020.10.10,2.3,0.0,15.1,20.6,17.85,12.5
1198,2020.10.11,3.7,1.5,12.5,14.7,13.6,9.6
1199,2020.10.12,4.9,30.1,9.6,13.5,11.55,8.0
1200,2020.10.13,7.9,32.5,8.0,10.1,9.05,7.5
1201,2020.10.14,8.9,8.8,7.5,13.1,10.3,10.3
1202,2020.10.15,4.2,10.4,10.3,12.6,11.45,9.3
1203,2020.10.16,3.8,0.9,9.3,12.8,11.05,8.6
1204,2020.10.17,5.5,0.0,8.6,10.6,9.6,7.9
1205,2020.10.18,6.0,0.0,7.9,12.3,10.100000000000001,8.0
1206,2020.10.19,2.8,0.0,8.0,14.1,11.05,9.6
1207,2020.10.20,4.0,0.0,9.6,14.8,12.2,8.9
1208,2020.10.21,4.2,0.0,8.9,16.6,12.75,10.3
