,Date,Wind_m/s,Precipitation_mm,Wind_m/s1,Precipitation_mm1,Wind_m/s2,Precipitation_mm2,Wind_m/s3,Precipitation_mm3,Target: Max_temp
300,2018.04.30,5.1,7.7,5.8,9.9,4.6,2.3,5.9,0.0,23.5
301,2018.05.01,3.8,0.6,5.1,7.7,5.8,9.9,4.6,2.3,24.6
302,2018.05.02,3.9,8.4,3.8,0.6,5.1,7.7,5.8,9.9,24.9
303,2018.05.03,4.6,0.0,3.9,8.4,3.8,0.6,5.1,7.7,26.6
304,2018.05.04,4.4,1.2,4.6,0.0,3.9,8.4,3.8,0.6,27.6
305,2018.05.05,6.2,0.0,4.4,1.2,4.6,0.0,3.9,8.4,23.5
306,2018.05.06,6.3,0.0,6.2,0.0,4.4,1.2,4.6,0.0,22.6
307,2018.05.07,6.0,0.0,6.3,0.0,6.2,0.0,4.4,1.2,20.7
308,2018.05.08,4.7,0.4,6.0,0.0,6.3,0.0,6.2,0.0,23.6
309,2018.05.09,2.7,5.2,4.7,0.4,6.0,0.0,6.3,0.0,24.5
310,2018.05.10,4.3,3.3,2.7,5.2,4.7,0.4,6.0,0.0,24.9
311,2018.05.11,2.0,1.7,4.3,3.3,2.7,5.2,4.7,0.4,23.2
312,2018.05.12,3.6,0.0,2.0,1.7,4.3,3.3,2.7,5.2,22.5
313,2018.05.13,5.3,0.1,3.6,0.0,2.0,1.7,4.3,3.3,20.0
314,2018.05.14,5.7,0.0,5.3,0.1,3.6,0.0,2.0,1.7,18.2
315,2018.05.15,5.2,8.9,5.7,0.0,5.3,0.1,3.6,0.0,17.7
316,2018.05.16,6.5,0.8,5.2,8.9,5.7,0.0,5.3,0.1,18.2
317,2018.05.17,7.6,1.5,6.5,0.8,5.2,8.9,5.7,0.0,22.4
318,2018.05.18,7.1,1.8,7.6,1.5,6.5,0.8,5.2,8.9,22.7
319,2018.05.19,3.9,1.4,7.1,1.8,7.6,1.5,6.5,0.8,21.9
320,2018.05.20,4.9,0.0,3.9,1.4,7.1,1.8,7.6,1.5,22.4
321,2018.05.21,6.1,0.0,4.9,0.0,3.9,1.4,7.1,1.8,21.2
322,2018.05.22,4.8,0.6,6.1,0.0,4.9,0.0,3.9,1.4,23.0
323,2018.05.23,3.2,1.3,4.8,0.6,6.1,0.0,4.9,0.0,25.9
324,2018.05.24,5.7,0.0,3.2,1.3,4.8,0.6,6.1,0.0,23.1
325,2018.05.25,4.8,0.0,5.7,0.0,3.2,1.3,4.8,0.6,26.2
326,2018.05.26,2.0,0.0,4.8,0.0,5.7,0.0,3.2,1.3,25.0
327,2018.05.27,2.1,4.3,2.0,0.0,4.8,0.0,5.7,0.0,26.6
328,2018.05.28,3.3,0.0,2.1,4.3,2.0,0.0,4.8,0.0,23.8
329,2018.05.29,5.2,0.4,3.3,0.0,2.1,4.3,2.0,0.0,25.4
330,2018.05.30,5.4,0.0,5.2,0.4,3.3,0.0,2.1,4.3,27.3
331,2018.05.31,3.5,0.0,5.4,0.0,5.2,0.4,3.3,0.0,28.4
332,2018.06.01,2.5,0.0,3.5,0.0,5.4,0.0,5.2,0.4,26.9
333,2018.06.02,4.0,0.0,2.5,0.0,3.5,0.0,5.4,0.0,27.2
334,2018.06.03,5.8,0.0,4.0,0.0,2.5,0.0,3.5,0.0,26.4
335,2018.06.04,2.9,2.4,5.8,0.0,4.0,0.0,2.5,0.0,26.4
336,2018.06.05,2.1,6.5,2.9,2.4,5.8,0.0,4.0,0.0,21.7
337,2018.06.06,6.0,18.7,2.1,6.5,2.9,2.4,5.8,0.0,23.4
338,2018.06.07,5.2,0.9,6.0,18.7,2.1,6.5,2.9,2.4,24.6
339,2018.06.08,3.0,26.1,5.2,0.9,6.0,18.7,2.1,6.5,23.6
340,2018.06.09,3.1,31.0,3.0,26.1,5.2,0.9,6.0,18.7,27.8
341,2018.06.10,2.4,0.0,3.1,31.0,3.0,26.1,5.2,0.9,28.5
342,2018.06.11,3.4,0.0,2.4,0.0,3.1,31.0,3.0,26.1,27.7
343,2018.06.12,4.5,9.0,3.4,0.0,2.4,0.0,3.1,31.0,24.9
344,2018.06.13,4.3,1.7,4.5,9.0,3.4,0.0,2.4,0.0,20.6
345,2018.06.14,4.5,10.8,4.3,1.7,4.5,9.0,3.4,0.0,19.8
346,2018.06.15,5.3,6.2,4.5,10.8,4.3,1.7,4.5,9.0,24.1
347,2018.06.16,5.9,0.0,5.3,6.2,4.5,10.8,4.3,1.7,25.1
348,2018.06.17,4.3,0.0,5.9,0.0,5.3,6.2,4.5,10.8,25.4
349,2018.06.18,5.1,0.3,4.3,0.0,5.9,0.0,5.3,6.2,26.7
350,2018.06.19,3.9,2.7,5.1,0.3,4.3,0.0,5.9,0.0,27.5
351,2018.06.20,2.5,0.0,3.9,2.7,5.1,0.3,4.3,0.0,27.9
352,2018.06.21,3.8,0.6,2.5,0.0,3.9,2.7,5.1,0.3,19.0
353,2018.06.22,7.6,6.3,3.8,0.6,2.5,0.0,3.9,2.7,19.1
354,2018.06.23,5.1,0.0,7.6,6.3,3.8,0.6,2.5,0.0,18.5
355,2018.06.24,5.4,0.0,5.1,0.0,7.6,6.3,3.8,0.6,20.8
356,2018.06.25,2.7,0.0,5.4,0.0,5.1,0.0,7.6,6.3,21.9
357,2018.06.26,3.0,0.3,2.7,0.0,5.4,0.0,5.1,0.0,22.3
358,2018.06.27,6.3,1.3,3.0,0.3,2.7,0.0,5.4,0.0,21.9
359,2018.06.28,6.5,11.9,6.3,1.3,3.0,0.3,2.7,0.0,25.5
360,2018.06.29,5.2,8.4,6.5,11.9,6.3,1.3,3.0,0.3,20.8
361,2018.06.30,7.7,0.0,5.2,8.4,6.5,11.9,6.3,1.3,19.2
362,2018.07.01,4.2,0.0,7.7,0.0,5.2,8.4,6.5,11.9,21.0
363,2018.07.02,3.6,0.0,4.2,0.0,7.7,0.0,5.2,8.4,22.9
364,2018.07.03,3.0,0.0,3.6,0.0,4.2,0.0,7.7,0.0,26.2
365,2018.07.04,2.5,0.0,3.0,0.0,3.6,0.0,4.2,0.0,27.9
366,2018.07.05,2.9,1.1,2.5,0.0,3.0,0.0,3.6,0.0,27.8
367,2018.07.06,3.5,6.3,2.9,1.1,2.5,0.0,3.0,0.0,24.7
368,2018.07.07,5.1,10.1,3.5,6.3,2.9,1.1,2.5,0.0,23.6
369,2018.07.08,4.8,0.0,5.1,10.1,3.5,6.3,2.9,1.1,26.3
370,2018.07.09,3.0,0.3,4.8,0.0,5.1,10.1,3.5,6.3,25.4
371,2018.07.10,2.0,0.7,3.0,0.3,4.8,0.0,5.1,10.1,22.0
372,2018.07.11,6.0,3.9,2.0,0.7,3.0,0.3,4.8,0.0,23.8
373,2018.07.12,4.9,3.0,6.0,3.9,2.0,0.7,3.0,0.3,25.1
374,2018.07.13,6.2,0.0,4.9,3.0,6.0,3.9,2.0,0.7,25.1
375,2018.07.14,5.5,0.0,6.2,0.0,4.9,3.0,6.0,3.9,25.9
376,2018.07.15,4.7,0.0,5.5,0.0,6.2,0.0,4.9,3.0,26.2
377,2018.07.16,4.7,0.0,4.7,0.0,5.5,0.0,6.2,0.0,26.7
378,2018.07.17,5.5,0.0,4.7,0.0,4.7,0.0,5.5,0.0,22.8
379,2018.07.18,10.9,1.3,5.5,0.0,4.7,0.0,4.7,0.0,22.5
380,2018.07.19,9.2,3.7,10.9,1.3,5.5,0.0,4.7,0.0,25.3
381,2018.07.20,4.8,3.0,9.2,3.7,10.9,1.3,5.5,0.0,26.1
382,2018.07.21,2.5,0.0,4.8,3.0,9.2,3.7,10.9,1.3,25.8
383,2018.07.22,3.1,21.4,2.5,0.0,4.8,3.0,9.2,3.7,24.0
384,2018.07.23,4.5,20.3,3.1,21.4,2.5,0.0,4.8,3.0,27.9
385,2018.07.24,4.7,0.0,4.5,20.3,3.1,21.4,2.5,0.0,28.1
386,2018.07.25,3.1,0.0,4.7,0.0,4.5,20.3,3.1,21.4,27.1
387,2018.07.26,2.1,1.6,3.1,0.0,4.7,0.0,4.5,20.3,27.2
388,2018.07.27,3.5,6.3,2.1,1.6,3.1,0.0,4.7,0.0,28.3
389,2018.07.28,2.9,2.5,3.5,6.3,2.1,1.6,3.1,0.0,30.1
390,2018.07.29,3.6,6.5,2.9,2.5,3.5,6.3,2.1,1.6,28.4
391,2018.07.30,3.9,0.9,3.6,6.5,2.9,2.5,3.5,6.3,30.3
392,2018.07.31,4.0,1.0,3.9,0.9,3.6,6.5,2.9,2.5,30.4
393,2018.08.01,4.4,0.0,4.0,1.0,3.9,0.9,3.6,6.5,30.4
394,2018.08.02,2.0,6.7,4.4,0.0,4.0,1.0,3.9,0.9,29.2
395,2018.08.03,4.6,0.0,2.0,6.7,4.4,0.0,4.0,1.0,28.4
396,2018.08.04,2.6,0.0,4.6,0.0,2.0,6.7,4.4,0.0,30.2
397,2018.08.05,2.7,0.0,2.6,0.0,4.6,0.0,2.0,6.7,28.9
398,2018.08.06,3.3,0.1,2.7,0.0,2.6,0.0,4.6,0.0,29.1
399,2018.08.07,3.4,0.0,3.3,0.1,2.7,0.0,2.6,0.0,31.5
400,2018.08.08,3.9,0.0,3.4,0.0,3.3,0.1,2.7,0.0,32.4
401,2018.08.09,4.7,0.0,3.9,0.0,3.4,0.0,3.3,0.1,33.2
402,2018.08.10,4.6,1.1,4.7,0.0,3.9,0.0,3.4,0.0,27.6
403,2018.08.11,5.1,1.0,4.6,1.1,4.7,0.0,3.9,0.0,30.1
404,2018.08.12,2.9,0.0,5.1,1.0,4.6,1.1,4.7,0.0,32.4
405,2018.08.13,4.8,0.0,2.9,0.0,5.1,1.0,4.6,1.1,29.1
406,2018.08.14,5.7,0.0,4.8,0.0,2.9,0.0,5.1,1.0,27.2
407,2018.08.15,5.6,0.0,5.7,0.0,4.8,0.0,2.9,0.0,27.9
408,2018.08.16,2.8,0.0,5.6,0.0,5.7,0.0,4.8,0.0,29.3
409,2018.08.17,3.4,0.0,2.8,0.0,5.6,0.0,5.7,0.0,29.7
410,2018.08.18,2.0,0.2,3.4,0.0,2.8,0.0,5.6,0.0,31.3
411,2018.08.19,4.0,0.0,2.0,0.2,3.4,0.0,2.8,0.0,32.1
412,2018.08.20,3.2,0.1,4.0,0.0,2.0,0.2,3.4,0.0,32.3
413,2018.08.21,2.5,0.0,3.2,0.1,4.0,0.0,2.0,0.2,32.4
414,2018.08.22,4.0,0.0,2.5,0.0,3.2,0.1,4.0,0.0,31.2
415,2018.08.23,3.9,0.9,4.0,0.0,2.5,0.0,3.2,0.1,30.3
416,2018.08.24,3.7,2.6,3.9,0.9,4.0,0.0,2.5,0.0,24.0
417,2018.08.25,6.8,0.2,3.7,2.6,3.9,0.9,4.0,0.0,16.6
418,2018.08.26,6.2,16.8,6.8,0.2,3.7,2.6,3.9,0.9,21.2
419,2018.08.27,2.5,0.0,6.2,16.8,6.8,0.2,3.7,2.6,25.6
420,2018.08.28,3.9,0.0,2.5,0.0,6.2,16.8,6.8,0.2,26.4
421,2018.08.29,3.5,0.0,3.9,0.0,2.5,0.0,6.2,16.8,27.5
422,2018.08.30,2.5,0.0,3.5,0.0,3.9,0.0,2.5,0.0,27.4
423,2018.08.31,3.4,0.9,2.5,0.0,3.5,0.0,3.9,0.0,28.9
424,2018.09.01,3.5,1.8,3.4,0.9,2.5,0.0,3.5,0.0,27.4
425,2018.09.02,4.4,2.7,3.5,1.8,3.4,0.9,2.5,0.0,22.2
426,2018.09.03,5.2,3.7,4.4,2.7,3.5,1.8,3.4,0.9,18.4
427,2018.09.04,2.4,20.5,5.2,3.7,4.4,2.7,3.5,1.8,24.3
428,2018.09.05,3.5,0.1,2.4,20.5,5.2,3.7,4.4,2.7,22.3
429,2018.09.06,2.1,0.2,3.5,0.1,2.4,20.5,5.2,3.7,23.7
430,2018.09.07,2.1,0.0,2.1,0.2,3.5,0.1,2.4,20.5,24.4
431,2018.09.08,4.2,0.0,2.1,0.0,2.1,0.2,3.5,0.1,23.7
432,2018.09.09,2.5,0.0,4.2,0.0,2.1,0.0,2.1,0.2,23.8
433,2018.09.10,2.7,0.0,2.5,0.0,4.2,0.0,2.1,0.0,25.1
434,2018.09.11,4.9,0.0,2.7,0.0,2.5,0.0,4.2,0.0,26.7
435,2018.09.12,2.1,0.0,4.9,0.0,2.7,0.0,2.5,0.0,28.2
436,2018.09.13,2.0,0.0,2.1,0.0,4.9,0.0,2.7,0.0,26.0
437,2018.09.14,2.1,0.0,2.0,0.0,2.1,0.0,4.9,0.0,25.9
438,2018.09.15,6.1,0.0,2.1,0.0,2.0,0.0,2.1,0.0,22.0
439,2018.09.16,3.4,0.0,6.1,0.0,2.1,0.0,2.0,0.0,26.8
440,2018.09.17,3.0,0.0,3.4,0.0,6.1,0.0,2.1,0.0,25.4
441,2018.09.18,2.3,0.0,3.0,0.0,3.4,0.0,6.1,0.0,27.3
442,2018.09.19,3.0,0.0,2.3,0.0,3.0,0.0,3.4,0.0,28.0
443,2018.09.20,2.1,0.0,3.0,0.0,2.3,0.0,3.0,0.0,28.5
444,2018.09.21,3.9,0.0,2.1,0.0,3.0,0.0,2.3,0.0,17.5
445,2018.09.22,9.5,0.3,3.9,0.0,2.1,0.0,3.0,0.0,18.3
446,2018.09.23,5.4,0.0,9.5,0.3,3.9,0.0,2.1,0.0,18.9
447,2018.09.24,10.1,3.1,5.4,0.0,9.5,0.3,3.9,0.0,14.4
448,2018.09.25,6.8,0.0,10.1,3.1,5.4,0.0,9.5,0.3,14.1
449,2018.09.26,4.0,0.0,6.8,0.0,10.1,3.1,5.4,0.0,18.5
450,2018.09.27,3.8,0.0,4.0,0.0,6.8,0.0,10.1,3.1,18.1
451,2018.09.28,3.1,0.0,3.8,0.0,4.0,0.0,6.8,0.0,15.1
452,2018.09.29,4.7,0.7,3.1,0.0,3.8,0.0,4.0,0.0,15.7
453,2018.09.30,4.4,0.0,4.7,0.7,3.1,0.0,3.8,0.0,18.0
454,2018.10.01,4.4,0.2,4.4,0.0,4.7,0.7,3.1,0.0,14.3
455,2018.10.02,6.3,0.8,4.4,0.2,4.4,0.0,4.7,0.7,16.8
456,2018.10.03,7.4,0.1,6.3,0.8,4.4,0.2,4.4,0.0,15.7
457,2018.10.04,4.3,0.0,7.4,0.1,6.3,0.8,4.4,0.2,17.1
458,2018.10.05,3.7,0.0,4.3,0.0,7.4,0.1,6.3,0.8,20.3
459,2018.10.06,5.1,0.0,3.7,0.0,4.3,0.0,7.4,0.1,20.3
460,2018.10.07,4.4,0.0,5.1,0.0,3.7,0.0,4.3,0.0,19.6
461,2018.10.08,2.6,0.4,4.4,0.0,5.1,0.0,3.7,0.0,22.7
462,2018.10.09,3.1,0.0,2.6,0.4,4.4,0.0,5.1,0.0,23.1
463,2018.10.10,2.7,0.0,3.1,0.0,2.6,0.4,4.4,0.0,22.3
464,2018.10.11,3.3,0.0,2.7,0.0,3.1,0.0,2.6,0.4,21.0
465,2018.10.12,2.9,0.0,3.3,0.0,2.7,0.0,3.1,0.0,21.4
466,2018.10.13,2.4,0.0,2.9,0.0,3.3,0.0,2.7,0.0,19.5
467,2018.10.14,4.3,0.0,2.4,0.0,2.9,0.0,3.3,0.0,19.4
468,2018.10.15,4.8,0.0,4.3,0.0,2.4,0.0,2.9,0.0,18.8
469,2018.10.16,4.9,0.0,4.8,0.0,4.3,0.0,2.4,0.0,21.2
470,2018.10.17,3.2,0.0,4.9,0.0,4.8,0.0,4.3,0.0,21.1
471,2018.10.18,2.0,0.0,3.2,0.0,4.9,0.0,4.8,0.0,21.0
472,2018.10.19,2.3,0.0,2.0,0.0,3.2,0.0,4.9,0.0,19.6
473,2018.10.20,5.2,0.0,2.3,0.0,2.0,0.0,3.2,0.0,10.8
474,2018.10.21,5.3,4.6,5.2,0.0,2.3,0.0,2.0,0.0,15.0
475,2018.10.22,3.5,0.3,5.3,4.6,5.2,0.0,2.3,0.0,12.7
476,2018.10.23,8.6,0.0,3.5,0.3,5.3,4.6,5.2,0.0,12.8
477,2018.10.24,12.6,1.4,8.6,0.0,3.5,0.3,5.3,4.6,14.3
478,2018.10.25,7.8,0.7,12.6,1.4,8.6,0.0,3.5,0.3,14.1
479,2018.10.26,5.1,0.0,7.8,0.7,12.6,1.4,8.6,0.0,13.9
480,2018.10.27,5.3,4.1,5.1,0.0,7.8,0.7,12.6,1.4,20.7
481,2018.10.28,7.3,6.9,5.3,4.1,5.1,0.0,7.8,0.7,20.4
482,2018.10.29,7.7,20.5,7.3,6.9,5.3,4.1,5.1,0.0,18.1
483,2018.10.30,7.7,4.7,7.7,20.5,7.3,6.9,5.3,4.1,18.4
484,2018.10.31,4.6,0.0,7.7,4.7,7.7,20.5,7.3,6.9,20.8
485,2018.11.01,4.7,0.0,4.6,0.0,7.7,4.7,7.7,20.5,21.2
486,2018.11.02,4.3,0.2,4.7,0.0,4.6,0.0,7.7,4.7,19.6
487,2018.11.03,2.7,0.0,4.3,0.2,4.7,0.0,4.6,0.0,17.3
488,2018.11.04,2.6,0.0,2.7,0.0,4.3,0.2,4.7,0.0,17.2
489,2018.11.05,4.2,0.0,2.6,0.0,2.7,0.0,4.3,0.2,15.8
490,2018.11.06,4.9,0.0,4.2,0.0,2.6,0.0,2.7,0.0,15.6
491,2018.11.07,4.8,0.0,4.9,0.0,4.2,0.0,2.6,0.0,14.3
492,2018.11.08,3.1,0.0,4.8,0.0,4.9,0.0,4.2,0.0,12.7
493,2018.11.09,3.6,0.0,3.1,0.0,4.8,0.0,4.9,0.0,10.9
494,2018.11.10,4.3,0.1,3.6,0.0,3.1,0.0,4.8,0.0,15.0
495,2018.11.11,4.0,0.2,4.3,0.1,3.6,0.0,3.1,0.0,14.7
496,2018.11.12,3.6,0.0,4.0,0.2,4.3,0.1,3.6,0.0,13.8
497,2018.11.13,3.8,0.1,3.6,0.0,4.0,0.2,4.3,0.1,12.0
498,2018.11.14,6.9,0.0,3.8,0.1,3.6,0.0,4.0,0.2,10.7
499,2018.11.15,2.5,0.0,6.9,0.0,3.8,0.1,3.6,0.0,8.3
500,2018.11.16,5.3,0.0,2.5,0.0,6.9,0.0,3.8,0.1,5.9
501,2018.11.17,5.5,0.0,5.3,0.0,2.5,0.0,6.9,0.0,6.4
502,2018.11.18,2.5,0.0,5.5,0.0,5.3,0.0,2.5,0.0,1.9
503,2018.11.19,4.1,1.2,2.5,0.0,5.5,0.0,5.3,0.0,4.5
504,2018.11.20,8.7,4.0,4.1,1.2,2.5,0.0,5.5,0.0,4.3
505,2018.11.21,5.4,4.6,8.7,4.0,4.1,1.2,2.5,0.0,4.9
506,2018.11.22,2.9,0.7,5.4,4.6,8.7,4.0,4.1,1.2,4.8
507,2018.11.23,3.7,0.6,2.9,0.7,5.4,4.6,8.7,4.0,6.4
508,2018.11.24,4.4,2.8,3.7,0.6,2.9,0.7,5.4,4.6,6.9
509,2018.11.25,4.9,14.8,4.4,2.8,3.7,0.6,2.9,0.7,9.4
510,2018.11.26,6.7,14.3,4.9,14.8,4.4,2.8,3.7,0.6,4.6
511,2018.11.27,5.6,8.8,6.7,14.3,4.9,14.8,4.4,2.8,1.6
512,2018.11.28,7.1,0.4,5.6,8.8,6.7,14.3,4.9,14.8,-0.2
513,2018.11.29,5.4,0.6,7.1,0.4,5.6,8.8,6.7,14.3,-2.1
514,2018.11.30,3.2,0.3,5.4,0.6,7.1,0.4,5.6,8.8,-1.8
515,2018.12.01,2.8,0.1,3.2,0.3,5.4,0.6,7.1,0.4,0.3
516,2018.12.02,4.3,0.0,2.8,0.1,3.2,0.3,5.4,0.6,3.3
517,2018.12.03,3.3,0.4,4.3,0.0,2.8,0.1,3.2,0.3,5.4
518,2018.12.04,5.9,0.7,3.3,0.4,4.3,0.0,2.8,0.1,4.9
519,2018.12.05,6.7,0.0,5.9,0.7,3.3,0.4,4.3,0.0,2.0
520,2018.12.06,3.0,0.1,6.7,0.0,5.9,0.7,3.3,0.4,2.6
521,2018.12.07,2.6,3.5,3.0,0.1,6.7,0.0,5.9,0.7,6.8
522,2018.12.08,6.0,6.4,2.6,3.5,3.0,0.1,6.7,0.0,6.1
523,2018.12.09,5.7,0.8,6.0,6.4,2.6,3.5,3.0,0.1,5.9
524,2018.12.10,7.9,0.6,5.7,0.8,6.0,6.4,2.6,3.5,3.7
525,2018.12.11,5.6,0.8,7.9,0.6,5.7,0.8,6.0,6.4,3.1
526,2018.12.12,5.6,0.4,5.6,0.8,7.9,0.6,5.7,0.8,1.6
527,2018.12.13,2.0,0.0,5.6,0.4,5.6,0.8,7.9,0.6,-0.6
528,2018.12.14,4.5,0.7,2.0,0.0,5.6,0.4,5.6,0.8,-0.4
529,2018.12.15,5.8,14.8,4.5,0.7,2.0,0.0,5.6,0.4,-0.7
530,2018.12.16,3.0,4.3,5.8,14.8,4.5,0.7,2.0,0.0,-4.3
531,2018.12.17,1.9,0.4,3.0,4.3,5.8,14.8,4.5,0.7,-2.6
532,2018.12.18,2.0,0.1,1.9,0.4,3.0,4.3,5.8,14.8,-7.0
533,2018.12.19,4.0,0.7,2.0,0.1,1.9,0.4,3.0,4.3,-4.2
534,2018.12.20,4.7,1.2,4.0,0.7,2.0,0.1,1.9,0.4,-0.9
535,2018.12.21,3.1,0.0,4.7,1.2,4.0,0.7,2.0,0.1,6.7
536,2018.12.22,5.7,1.4,3.1,0.0,4.7,1.2,4.0,0.7,6.4
537,2018.12.23,6.3,0.6,5.7,1.4,3.1,0.0,4.7,1.2,4.0
538,2018.12.24,6.0,6.2,6.3,0.6,5.7,1.4,3.1,0.0,2.0
539,2018.12.25,7.9,0.4,6.0,6.2,6.3,0.6,5.7,1.4,3.8
540,2018.12.26,7.1,0.2,7.9,0.4,6.0,6.2,6.3,0.6,5.9
541,2018.12.27,5.6,0.0,7.1,0.2,7.9,0.4,6.0,6.2,6.1
542,2018.12.28,6.5,0.0,5.6,0.0,7.1,0.2,7.9,0.4,5.1
543,2018.12.29,5.7,0.0,6.5,0.0,5.6,0.0,7.1,0.2,4.8
544,2018.12.30,8.8,1.4,5.7,0.0,6.5,0.0,5.6,0.0,4.2
545,2018.12.31,7.5,0.3,8.8,1.4,5.7,0.0,6.5,0.0,2.7
546,2019.01.01,6.1,0.9,7.5,0.3,8.8,1.4,5.7,0.0,3.1
547,2019.01.02,9.5,0.9,6.1,0.9,7.5,0.3,8.8,1.4,0.3
548,2019.01.03,7.9,0.1,9.5,0.9,6.1,0.9,7.5,0.3,-1.0
549,2019.01.04,5.4,0.2,7.9,0.1,9.5,0.9,6.1,0.9,2.2
550,2019.01.05,5.8,4.0,5.4,0.2,7.9,0.1,9.5,0.9,0.4
551,2019.01.06,7.3,0.0,5.8,4.0,5.4,0.2,7.9,0.1,-5.2
552,2019.01.07,1.9,0.0,7.3,0.0,5.8,4.0,5.4,0.2,0.0
553,2019.01.08,4.4,4.7,1.9,0.0,7.3,0.0,5.8,4.0,1.8
554,2019.01.09,4.6,1.9,4.4,4.7,1.9,0.0,7.3,0.0,0.2
555,2019.01.10,3.2,0.3,4.6,1.9,4.4,4.7,1.9,0.0,-6.5
556,2019.01.11,5.6,0.1,3.2,0.3,4.6,1.9,4.4,4.7,3.3
557,2019.01.12,6.0,1.2,5.6,0.1,3.2,0.3,4.6,1.9,3.3
558,2019.01.13,5.9,1.4,6.0,1.2,5.6,0.1,3.2,0.3,3.1
559,2019.01.14,10.1,4.7,5.9,1.4,6.0,1.2,5.6,0.1,1.2
560,2019.01.15,8.2,0.7,10.1,4.7,5.9,1.4,6.0,1.2,5.7
561,2019.01.16,10.0,0.2,8.2,0.7,10.1,4.7,5.9,1.4,10.0
562,2019.01.17,6.0,3.3,10.0,0.2,8.2,0.7,10.1,4.7,5.6
563,2019.01.18,8.1,7.2,6.0,3.3,10.0,0.2,8.2,0.7,0.6
564,2019.01.19,3.6,0.0,8.1,7.2,6.0,3.3,10.0,0.2,0.0
565,2019.01.20,3.7,2.7,3.6,0.0,8.1,7.2,6.0,3.3,0.0
566,2019.01.21,1.8,0.1,3.7,2.7,3.6,0.0,8.1,7.2,-2.4
567,2019.01.22,3.0,0.0,1.8,0.1,3.7,2.7,3.6,0.0,-1.4
568,2019.01.23,4.7,2.7,3.0,0.0,1.8,0.1,3.7,2.7,1.5
569,2019.01.24,3.6,1.2,4.7,2.7,3.0,0.0,1.8,0.1,-3.3
570,2019.01.25,6.7,2.5,3.6,1.2,4.7,2.7,3.0,0.0,-2.7
571,2019.01.26,7.1,0.0,6.7,2.5,3.6,1.2,4.7,2.7,2.7
572,2019.01.27,5.2,0.7,7.1,0.0,6.7,2.5,3.6,1.2,3.6
573,2019.01.28,4.5,5.7,5.2,0.7,7.1,0.0,6.7,2.5,3.3
574,2019.01.29,4.8,0.1,4.5,5.7,5.2,0.7,7.1,0.0,-1.3
575,2019.01.30,2.6,0.1,4.8,0.1,4.5,5.7,5.2,0.7,0.1
576,2019.01.31,2.4,0.2,2.6,0.1,4.8,0.1,4.5,5.7,2.3
577,2019.02.01,4.7,1.8,2.4,0.2,2.6,0.1,4.8,0.1,9.5
578,2019.02.02,6.7,2.5,4.7,1.8,2.4,0.2,2.6,0.1,11.0
579,2019.02.03,7.6,2.0,6.7,2.5,4.7,1.8,2.4,0.2,4.4
580,2019.02.04,8.5,0.3,7.6,2.0,6.7,2.5,4.7,1.8,4.7
581,2019.02.05,3.0,0.2,8.5,0.3,7.6,2.0,6.7,2.5,3.3
582,2019.02.06,3.0,0.0,3.0,0.2,8.5,0.3,7.6,2.0,2.2
583,2019.02.07,2.5,0.0,3.0,0.0,3.0,0.2,8.5,0.3,3.8
584,2019.02.08,2.0,0.3,2.5,0.0,3.0,0.0,3.0,0.2,3.8
585,2019.02.09,2.7,0.1,2.0,0.3,2.5,0.0,3.0,0.0,6.3
586,2019.02.10,7.7,0.8,2.7,0.1,2.0,0.3,2.5,0.0,6.0
587,2019.02.11,10.5,4.3,7.7,0.8,2.7,0.1,2.0,0.3,3.2
588,2019.02.12,9.6,0.1,10.5,4.3,7.7,0.8,2.7,0.1,3.6
589,2019.02.13,5.9,0.1,9.6,0.1,10.5,4.3,7.7,0.8,7.1
590,2019.02.14,6.5,0.0,5.9,0.1,9.6,0.1,10.5,4.3,7.1
591,2019.02.15,1.9,0.0,6.5,0.0,5.9,0.1,9.6,0.1,8.4
592,2019.02.16,2.3,0.0,1.9,0.0,6.5,0.0,5.9,0.1,9.7
593,2019.02.17,1.9,0.0,2.3,0.0,1.9,0.0,6.5,0.0,7.3
594,2019.02.18,2.2,0.0,1.9,0.0,2.3,0.0,1.9,0.0,7.2
595,2019.02.19,2.3,0.2,2.2,0.0,1.9,0.0,2.3,0.0,8.3
596,2019.02.20,4.9,0.0,2.3,0.2,2.2,0.0,1.9,0.0,8.6
597,2019.02.21,4.2,0.5,4.9,0.0,2.3,0.2,2.2,0.0,10.6
598,2019.02.22,7.6,1.6,4.2,0.5,4.9,0.0,2.3,0.2,-0.8
599,2019.02.23,6.2,0.0,7.6,1.6,4.2,0.5,4.9,0.0,1.5
600,2019.02.24,3.3,0.0,6.2,0.0,7.6,1.6,4.2,0.5,6.5
601,2019.02.25,3.0,0.0,3.3,0.0,6.2,0.0,7.6,1.6,10.5
602,2019.02.26,6.9,0.0,3.0,0.0,3.3,0.0,6.2,0.0,9.5
603,2019.02.27,5.0,0.0,6.9,0.0,3.0,0.0,3.3,0.0,12.9
604,2019.02.28,8.4,0.0,5.0,0.0,6.9,0.0,3.0,0.0,11.6
605,2019.03.01,5.5,0.1,8.4,0.0,5.0,0.0,6.9,0.0,6.9
606,2019.03.02,4.5,0.4,5.5,0.1,8.4,0.0,5.0,0.0,11.7
607,2019.03.03,5.7,0.5,4.5,0.4,5.5,0.1,8.4,0.0,14.8
