,Date,Wind_m/s,Precipitation_mm,Target: Mean_temp
1866,2022.08.10,6.3,0.0,24.299999999999997
1867,2022.08.11,5.2,0.0,24.15
1868,2022.08.12,3.6,0.0,26.700000000000003
1869,2022.08.13,4.1,0.0,27.0
1870,2022.08.14,2.1,0.0,29.25
1871,2022.08.15,2.6,0.0,28.799999999999997
1872,2022.08.16,4.9,0.0,29.7
1873,2022.08.17,2.4,0.0,31.150000000000002
1874,2022.08.18,4.2,0.0,31.75
1875,2022.08.19,4.3,8.1,27.1
1876,2022.08.20,4.5,1.6,19.6
1877,2022.08.21,3.9,12.7,20.6
1878,2022.08.22,3.2,8.7,21.549999999999997
1879,2022.08.23,3.7,0.0,24.35
1880,2022.08.24,2.6,0.4,26.15
1881,2022.08.25,2.1,1.8,28.200000000000003
1882,2022.08.26,2.7,0.0,28.5
1883,2022.08.27,1.9,0.0,25.35
1884,2022.08.28,3.8,0.0,24.4
1885,2022.08.29,3.2,0.0,25.799999999999997
1886,2022.08.30,3.9,0.1,25.0
1887,2022.08.31,3.6,0.0,18.7
1888,2022.09.01,4.1,2.0,18.65
1889,2022.09.02,4.3,0.0,19.85
1890,2022.09.03,2.2,0.0,20.6
1891,2022.09.04,2.3,0.0,22.0
1892,2022.09.05,1.9,0.0,23.25
1893,2022.09.06,3.6,1.0,24.75
1894,2022.09.07,2.8,0.0,24.700000000000003
1895,2022.09.08,6.1,3.5,22.2
1896,2022.09.09,4.5,1.6,19.65
1897,2022.09.10,5.7,8.1,19.75
1898,2022.09.11,6.3,0.0,19.35
1899,2022.09.12,5.5,0.0,19.6
1900,2022.09.13,2.0,0.0,23.4
1901,2022.09.14,4.5,0.0,22.4
1902,2022.09.15,3.7,0.8,16.5
1903,2022.09.16,4.5,14.4,13.85
1904,2022.09.17,5.0,5.1,12.75
1905,2022.09.18,7.7,3.3,12.649999999999999
1906,2022.09.19,7.5,2.5,11.85
1907,2022.09.20,6.4,0.0,13.5
1908,2022.09.21,3.5,0.9,14.5
1909,2022.09.22,2.2,0.0,14.9
1910,2022.09.23,3.2,0.0,16.0
1911,2022.09.24,4.2,0.0,15.149999999999999
1912,2022.09.25,5.0,0.2,15.35
1913,2022.09.26,2.1,6.8,13.649999999999999
1914,2022.09.27,4.2,2.6,13.7
1915,2022.09.28,4.8,0.6,15.2
1916,2022.09.29,2.9,6.7,17.85
1917,2022.09.30,3.5,12.9,16.45
1918,2022.10.01,6.5,3.3,15.5
1919,2022.10.02,8.0,0.0,13.8
1920,2022.10.03,7.3,0.0,14.85
1921,2022.10.04,4.5,0.0,15.05
1922,2022.10.05,3.3,0.0,16.35
1923,2022.10.06,1.8,0.0,17.4
1924,2022.10.07,3.3,0.0,16.9
1925,2022.10.08,2.2,0.0,16.8
1926,2022.10.09,3.2,0.0,15.4
1927,2022.10.10,3.4,0.0,16.8
1928,2022.10.11,2.4,0.0,16.4
1929,2022.10.12,1.8,0.0,16.1
1930,2022.10.13,1.6,0.0,15.95
1931,2022.10.14,1.7,0.0,16.1
1932,2022.10.15,4.3,0.0,17.3
1933,2022.10.16,3.1,0.0,17.3
1934,2022.10.17,2.1,0.0,17.05
1935,2022.10.18,2.6,0.0,17.35
1936,2022.10.19,3.8,0.0,12.55
1937,2022.10.20,2.3,0.0,12.3
1938,2022.10.21,4.9,0.0,15.049999999999999
1939,2022.10.22,4.6,0.1,15.35
1940,2022.10.23,3.8,0.0,16.25
1941,2022.10.24,1.7,0.0,16.95
1942,2022.10.25,4.4,0.0,16.9
1943,2022.10.26,1.7,0.0,16.85
1944,2022.10.27,1.7,0.0,16.4
1945,2022.10.28,1.6,0.0,17.55
1946,2022.10.29,2.2,0.0,17.85
1947,2022.10.30,1.2,0.0,17.7
