,Date,Wind_m/s,Precipitation_mm,Target: Mean_temp
624,2019.03.17,6.5,0.0,8.85
625,2019.03.18,8.7,1.5,7.550000000000001
626,2019.03.19,5.5,0.4,6.25
627,2019.03.20,2.1,0.0,5.25
628,2019.03.21,2.0,0.0,7.35
629,2019.03.22,2.0,0.0,9.05
630,2019.03.23,2.8,0.0,11.6
631,2019.03.24,4.8,0.0,9.8
632,2019.03.25,5.5,0.2,8.1
633,2019.03.26,5.9,0.0,5.3
634,2019.03.27,5.6,0.0,6.05
635,2019.03.28,3.6,0.0,8.05
636,2019.03.29,2.2,0.0,8.9
637,2019.03.30,2.0,0.0,10.4
638,2019.03.31,2.5,0.0,10.0
639,2019.04.01,5.9,0.0,10.1
640,2019.04.02,6.6,0.0,11.85
641,2019.04.03,6.6,0.0,13.0
642,2019.04.04,7.0,0.0,10.8
643,2019.04.05,7.7,3.0,10.7
644,2019.04.06,3.5,3.0,12.15
645,2019.04.07,4.0,0.0,14.149999999999999
646,2019.04.08,3.3,0.0,15.5
647,2019.04.09,4.5,0.4,14.2
648,2019.04.10,5.4,0.0,12.1
649,2019.04.11,6.5,6.4,9.1
650,2019.04.12,5.4,13.4,8.9
651,2019.04.13,5.4,0.2,11.4
652,2019.04.14,6.4,1.3,8.5
653,2019.04.15,6.4,0.0,7.45
654,2019.04.16,3.9,0.0,9.299999999999999
655,2019.04.17,3.0,0.0,13.799999999999999
656,2019.04.18,4.1,0.1,16.0
657,2019.04.19,4.0,0.0,15.3
658,2019.04.20,3.2,0.0,16.05
659,2019.04.21,3.6,0.0,15.55
660,2019.04.22,7.1,0.3,10.850000000000001
661,2019.04.23,7.4,4.8,15.799999999999999
662,2019.04.24,6.0,2.1,18.25
663,2019.04.25,6.3,0.0,20.85
664,2019.04.26,6.1,2.8,14.95
665,2019.04.27,6.7,4.3,13.75
666,2019.04.28,8.2,0.4,13.100000000000001
667,2019.04.29,5.2,0.9,12.9
668,2019.04.30,3.8,6.1,14.850000000000001
669,2019.05.01,6.4,0.0,15.950000000000001
670,2019.05.02,5.5,1.0,14.399999999999999
671,2019.05.03,5.9,0.6,14.85
672,2019.05.04,5.0,10.9,9.2
673,2019.05.05,5.8,27.1,9.399999999999999
674,2019.05.06,4.9,9.1,11.0
675,2019.05.07,6.3,0.0,12.8
676,2019.05.08,4.6,0.0,10.65
677,2019.05.09,5.0,17.0,14.600000000000001
678,2019.05.10,6.6,0.6,16.75
679,2019.05.11,3.6,0.8,17.95
680,2019.05.12,4.9,9.8,12.6
681,2019.05.13,6.3,1.2,8.65
682,2019.05.14,6.0,30.3,10.05
683,2019.05.15,3.0,9.3,12.2
684,2019.05.16,2.2,0.1,15.2
685,2019.05.17,2.6,0.0,17.6
686,2019.05.18,3.9,0.2,19.299999999999997
687,2019.05.19,4.7,3.5,19.15
688,2019.05.20,6.0,7.7,16.25
689,2019.05.21,5.4,5.7,15.950000000000001
690,2019.05.22,7.1,1.5,15.55
691,2019.05.23,7.7,0.0,15.5
692,2019.05.24,3.5,2.2,18.75
693,2019.05.25,2.9,0.0,20.8
694,2019.05.26,2.8,0.0,21.450000000000003
695,2019.05.27,4.2,7.8,19.450000000000003
696,2019.05.28,4.2,9.4,18.0
697,2019.05.29,3.3,5.8,14.7
698,2019.05.30,4.2,23.1,18.0
699,2019.05.31,3.3,1.4,20.5
700,2019.06.01,4.9,0.9,22.1
701,2019.06.02,3.6,0.0,23.1
702,2019.06.03,3.5,0.2,23.1
703,2019.06.04,3.3,0.0,23.7
704,2019.06.05,3.9,3.0,21.75
705,2019.06.06,4.8,4.6,22.95
706,2019.06.07,4.1,8.8,22.65
707,2019.06.08,6.0,0.0,23.0
708,2019.06.09,3.6,0.0,25.2
709,2019.06.10,4.2,0.0,26.0
710,2019.06.11,4.4,0.0,26.3
711,2019.06.12,5.4,0.0,27.799999999999997
712,2019.06.13,4.1,3.2,28.15
713,2019.06.14,3.7,0.0,28.7
714,2019.06.15,3.9,0.3,28.049999999999997
715,2019.06.16,4.7,7.1,25.2
716,2019.06.17,3.7,10.7,23.25
717,2019.06.18,4.3,3.0,26.299999999999997
718,2019.06.19,4.8,15.9,26.1
719,2019.06.20,2.5,6.9,25.1
720,2019.06.21,4.5,0.8,26.05
721,2019.06.22,3.3,2.4,23.950000000000003
722,2019.06.23,4.2,20.1,24.65
723,2019.06.24,5.7,0.8,25.85
724,2019.06.25,4.2,0.0,28.2
725,2019.06.26,3.2,0.0,27.85
726,2019.06.27,7.5,0.0,22.25
727,2019.06.28,4.0,0.0,23.4
728,2019.06.29,3.2,0.0,24.9
729,2019.06.30,4.3,0.0,26.5
730,2019.07.01,3.8,0.0,27.049999999999997
731,2019.07.02,6.3,0.0,23.6
732,2019.07.03,5.1,0.0,22.450000000000003
733,2019.07.04,4.2,0.0,24.049999999999997
734,2019.07.05,5.3,0.0,25.200000000000003
735,2019.07.06,5.7,0.0,22.55
736,2019.07.07,6.6,13.3,20.2
737,2019.07.08,4.7,0.0,20.1
738,2019.07.09,5.6,0.0,20.200000000000003
739,2019.07.10,5.7,0.0,19.5
740,2019.07.11,5.2,0.0,19.3
741,2019.07.12,3.5,0.0,19.15
742,2019.07.13,4.9,12.9,20.75
743,2019.07.14,4.9,0.6,20.700000000000003
744,2019.07.15,3.6,0.8,22.05
745,2019.07.16,4.5,0.0,19.65
746,2019.07.17,4.9,0.0,23.3
747,2019.07.18,3.8,1.0,24.35
748,2019.07.19,3.5,2.4,25.5
749,2019.07.20,4.3,0.0,27.0
750,2019.07.21,5.2,0.6,24.85
751,2019.07.22,5.7,0.0,24.5
752,2019.07.23,4.6,0.0,24.85
753,2019.07.24,3.4,0.0,25.85
754,2019.07.25,2.6,0.0,27.55
755,2019.07.26,3.1,0.1,26.0
756,2019.07.27,3.8,12.9,26.450000000000003
757,2019.07.28,5.0,5.4,25.0
758,2019.07.29,4.3,4.3,25.65
759,2019.07.30,5.5,0.0,25.65
760,2019.07.31,4.6,0.0,26.200000000000003
761,2019.08.01,4.4,0.9,24.85
762,2019.08.02,4.3,0.0,22.0
763,2019.08.03,5.6,37.4,22.2
764,2019.08.04,3.0,0.0,23.45
765,2019.08.05,4.2,0.5,25.85
766,2019.08.06,3.0,0.4,27.15
767,2019.08.07,6.0,1.5,24.75
768,2019.08.08,5.9,0.0,26.35
769,2019.08.09,4.1,0.1,28.25
770,2019.08.10,3.2,0.0,28.65
771,2019.08.11,4.7,0.0,30.5
772,2019.08.12,3.7,0.0,24.15
773,2019.08.13,7.2,3.7,20.2
774,2019.08.14,4.6,12.0,20.5
775,2019.08.15,2.5,0.0,22.25
776,2019.08.16,4.3,1.1,22.65
777,2019.08.17,3.1,0.0,24.85
778,2019.08.18,4.2,0.0,27.0
779,2019.08.19,3.3,0.0,28.450000000000003
780,2019.08.20,3.0,0.0,26.35
781,2019.08.21,5.5,0.5,23.549999999999997
782,2019.08.22,3.1,2.3,26.05
783,2019.08.23,2.2,0.0,27.75
784,2019.08.24,4.0,0.0,27.85
785,2019.08.25,3.3,1.5,27.9
786,2019.08.26,4.0,1.3,27.95
787,2019.08.27,3.9,0.9,29.049999999999997
788,2019.08.28,3.2,0.0,29.25
789,2019.08.29,2.9,0.0,29.700000000000003
790,2019.08.30,2.6,0.0,29.05
791,2019.08.31,3.9,0.1,28.549999999999997
792,2019.09.01,3.7,0.0,27.4
793,2019.09.02,4.7,0.0,19.0
794,2019.09.03,6.8,2.2,20.75
795,2019.09.04,1.9,0.0,22.55
796,2019.09.05,2.0,0.0,21.8
797,2019.09.06,4.0,0.0,19.35
798,2019.09.07,3.0,2.4,20.3
799,2019.09.08,2.6,5.3,18.4
800,2019.09.09,5.6,20.3,18.7
801,2019.09.10,3.2,0.0,21.4
802,2019.09.11,2.0,0.0,22.6
803,2019.09.12,5.4,0.0,20.85
804,2019.09.13,4.3,0.0,22.0
805,2019.09.14,4.4,0.0,19.75
806,2019.09.15,3.2,0.0,22.1
807,2019.09.16,3.5,0.0,19.35
808,2019.09.17,6.1,0.0,14.2
809,2019.09.18,8.4,0.0,13.75
810,2019.09.19,4.8,0.0,14.3
811,2019.09.20,3.5,0.0,15.95
812,2019.09.21,2.0,0.0,17.8
813,2019.09.22,4.2,0.0,15.7
814,2019.09.23,4.7,0.0,17.299999999999997
815,2019.09.24,2.1,0.0,17.55
816,2019.09.25,3.3,1.3,17.8
817,2019.09.26,5.2,1.9,18.85
818,2019.09.27,2.8,0.0,16.95
819,2019.09.28,3.6,0.7,18.65
820,2019.09.29,4.4,0.0,19.95
821,2019.09.30,10.7,0.0,18.05
822,2019.10.01,4.7,0.0,19.5
823,2019.10.02,5.5,2.5,12.7
824,2019.10.03,9.1,0.3,12.149999999999999
825,2019.10.04,3.5,0.0,11.7
826,2019.10.05,7.3,4.1,11.75
827,2019.10.06,7.1,0.3,10.149999999999999
828,2019.10.07,3.4,0.0,10.55
829,2019.10.08,4.3,0.0,14.75
830,2019.10.09,7.9,0.0,13.25
831,2019.10.10,6.8,2.2,13.350000000000001
832,2019.10.11,4.2,0.0,15.850000000000001
833,2019.10.12,3.1,0.0,16.950000000000003
834,2019.10.13,2.2,0.0,18.0
835,2019.10.14,3.2,0.0,18.75
836,2019.10.15,3.6,0.0,15.7
837,2019.10.16,3.1,0.0,17.65
838,2019.10.17,1.6,0.0,17.75
839,2019.10.18,3.1,0.0,17.5
840,2019.10.19,5.5,0.0,18.9
841,2019.10.20,5.1,0.0,19.6
842,2019.10.21,3.7,0.0,19.35
843,2019.10.22,1.5,0.0,19.75
844,2019.10.23,2.7,0.0,18.450000000000003
845,2019.10.24,2.8,0.0,18.299999999999997
846,2019.10.25,2.3,0.0,16.7
847,2019.10.26,1.7,0.0,17.0
848,2019.10.27,1.2,0.0,14.75
849,2019.10.28,4.0,0.0,10.350000000000001
850,2019.10.29,2.4,9.8,9.5
851,2019.10.30,3.1,0.0,7.85
852,2019.10.31,1.5,0.0,7.5
853,2019.11.01,3.5,0.0,8.7
854,2019.11.02,4.8,0.0,13.1
855,2019.11.03,6.6,0.4,12.8
856,2019.11.04,5.3,9.6,12.75
857,2019.11.05,6.6,12.3,11.2
858,2019.11.06,4.3,5.1,11.75
859,2019.11.07,2.2,8.2,11.0
860,2019.11.08,4.3,0.0,12.8
861,2019.11.09,3.1,0.0,8.75
862,2019.11.10,4.2,1.3,7.85
863,2019.11.11,6.1,0.0,8.6
864,2019.11.12,3.5,1.9,13.399999999999999
865,2019.11.13,7.7,14.9,8.9
866,2019.11.14,3.9,0.3,11.45
867,2019.11.15,3.8,0.0,13.3
868,2019.11.16,4.0,0.0,12.0
869,2019.11.17,4.6,0.0,11.85
870,2019.11.18,5.0,0.2,9.85
871,2019.11.19,3.5,0.0,10.100000000000001
872,2019.11.20,4.9,4.3,10.5
873,2019.11.21,4.0,5.3,10.100000000000001
874,2019.11.22,5.1,1.3,6.8
875,2019.11.23,5.3,0.0,7.75
876,2019.11.24,4.5,0.0,8.15
877,2019.11.25,1.8,0.0,8.399999999999999
878,2019.11.26,1.2,0.0,7.55
879,2019.11.27,5.0,2.6,9.65
880,2019.11.28,2.6,7.5,9.2
881,2019.11.29,3.8,0.0,3.55
882,2019.11.30,7.4,0.0,2.45
883,2019.12.01,4.7,0.0,1.0
884,2019.12.02,4.7,6.7,-0.30000000000000004
885,2019.12.03,4.1,0.0,-2.1
886,2019.12.04,2.0,0.0,-1.4000000000000001
887,2019.12.05,2.4,0.0,-1.2999999999999998
888,2019.12.06,1.6,0.0,0.5999999999999999
889,2019.12.07,2.6,0.0,3.95
890,2019.12.08,2.1,0.0,5.2
891,2019.12.09,3.3,3.3,3.45
892,2019.12.10,8.3,4.9,1.0
893,2019.12.11,2.6,0.0,2.25
894,2019.12.12,2.9,4.7,4.15
895,2019.12.13,4.5,5.0,4.2
896,2019.12.14,4.2,1.6,4.95
897,2019.12.15,3.4,0.0,6.8999999999999995
898,2019.12.16,3.8,0.0,10.65
899,2019.12.17,6.7,0.0,9.8
900,2019.12.18,3.9,0.0,7.6
901,2019.12.19,2.3,0.0,7.65
902,2019.12.20,6.1,0.0,10.25
903,2019.12.21,6.3,4.5,7.75
904,2019.12.22,6.3,17.2,7.3
905,2019.12.23,9.9,4.9,6.6
906,2019.12.24,9.4,0.0,6.45
907,2019.12.25,6.2,3.1,4.800000000000001
908,2019.12.26,6.0,0.0,3.0999999999999996
909,2019.12.27,4.9,0.0,1.45
910,2019.12.28,7.2,0.0,-0.050000000000000044
911,2019.12.29,3.2,0.0,-0.19999999999999996
912,2019.12.30,2.3,0.0,1.9000000000000001
913,2019.12.31,5.1,0.0,1.6
914,2020.01.01,4.5,0.0,1.4
915,2020.01.02,1.6,0.0,0.85
916,2020.01.03,1.6,0.0,3.9000000000000004
917,2020.01.04,7.4,0.0,1.4
918,2020.01.05,7.9,0.1,0.0
919,2020.01.06,1.7,0.0,0.19999999999999996
920,2020.01.07,1.5,0.0,-0.04999999999999993
921,2020.01.08,1.2,0.0,0.15000000000000002
922,2020.01.09,1.8,0.0,0.4
923,2020.01.10,2.6,0.0,3.35
924,2020.01.11,4.8,0.0,2.5
925,2020.01.12,1.4,0.0,1.2000000000000002
926,2020.01.13,1.9,0.0,1.2
927,2020.01.14,2.1,0.0,1.35
928,2020.01.15,2.3,0.0,1.45
929,2020.01.16,1.4,0.0,1.1
930,2020.01.17,2.2,0.0,0.44999999999999996
931,2020.01.18,2.3,0.0,1.45
932,2020.01.19,2.5,0.1,2.1500000000000004
933,2020.01.20,2.6,0.0,1.55
934,2020.01.21,1.5,0.0,0.95
935,2020.01.22,4.7,0.0,1.4
936,2020.01.23,4.6,0.0,0.04999999999999993
937,2020.01.24,1.9,0.0,0.35000000000000003
938,2020.01.25,1.6,0.9,0.75
939,2020.01.26,1.9,0.4,3.6
940,2020.01.27,2.0,0.0,2.5
941,2020.01.28,3.6,6.8,3.4
942,2020.01.29,6.8,0.1,2.4
943,2020.01.30,6.7,0.4,6.25
944,2020.01.31,7.1,0.7,8.05
945,2020.02.01,3.3,0.0,10.7
946,2020.02.02,8.4,0.4,9.05
947,2020.02.03,7.6,5.0,5.2
948,2020.02.04,12.6,9.8,3.95
949,2020.02.05,11.2,0.0,2.1
950,2020.02.06,7.3,0.0,4.0
951,2020.02.07,5.3,0.0,1.65
952,2020.02.08,3.7,0.0,2.35
953,2020.02.09,2.9,0.0,7.75
954,2020.02.10,8.6,0.4,6.15
955,2020.02.11,11.0,2.1,4.300000000000001
956,2020.02.12,7.3,0.0,4.4
957,2020.02.13,6.3,1.0,6.45
958,2020.02.14,6.7,4.3,5.35
959,2020.02.15,3.4,0.0,5.55
960,2020.02.16,3.6,0.0,7.3
961,2020.02.17,2.6,0.0,8.4
962,2020.02.18,6.1,0.4,5.45
963,2020.02.19,6.0,0.2,4.5
964,2020.02.20,5.8,0.0,5.2
965,2020.02.21,8.8,0.4,5.1
966,2020.02.22,4.9,0.0,7.9
967,2020.02.23,8.5,0.4,8.65
968,2020.02.24,9.6,1.9,9.3
969,2020.02.25,5.5,1.9,6.800000000000001
970,2020.02.26,7.7,7.1,4.7
971,2020.02.27,7.8,0.0,4.6
972,2020.02.28,11.9,3.7,5.15
973,2020.02.29,6.6,0.0,8.05
974,2020.03.01,6.2,5.6,9.95
975,2020.03.02,6.6,12.9,8.3
976,2020.03.03,4.7,4.3,7.0
977,2020.03.04,6.4,0.0,6.3500000000000005
978,2020.03.05,4.0,0.0,4.699999999999999
979,2020.03.06,4.8,11.8,7.1000000000000005
980,2020.03.07,6.8,1.2,5.75
981,2020.03.08,4.5,0.0,6.7
982,2020.03.09,2.6,0.0,7.8500000000000005
983,2020.03.10,4.6,0.0,10.7
984,2020.03.11,4.8,1.5,13.1
985,2020.03.12,5.3,0.0,10.15
986,2020.03.13,7.6,0.4,7.25
987,2020.03.14,5.8,0.0,5.5
988,2020.03.15,4.1,0.0,6.55
989,2020.03.16,6.1,0.0,8.6
990,2020.03.17,1.5,0.0,11.65
991,2020.03.18,1.7,0.0,13.05
992,2020.03.19,2.2,0.0,14.05
993,2020.03.20,2.8,0.0,10.1
994,2020.03.21,6.9,2.9,3.5999999999999996
995,2020.03.22,4.8,1.0,1.85
996,2020.03.23,9.3,1.1,3.15
997,2020.03.24,7.7,0.0,2.75
998,2020.03.25,6.2,0.0,7.45
999,2020.03.26,5.4,0.0,10.3
1000,2020.03.27,3.6,0.0,12.2
1001,2020.03.28,2.7,0.0,12.3
1002,2020.03.29,5.7,0.0,5.05
1003,2020.03.30,4.2,1.4,4.95
1004,2020.03.31,2.8,0.0,6.55
1005,2020.04.01,1.9,0.0,7.15
1006,2020.04.02,2.8,0.0,9.0
1007,2020.04.03,4.1,0.0,10.8
1008,2020.04.04,3.8,0.0,11.9
1009,2020.04.05,4.6,0.0,11.8
1010,2020.04.06,3.8,0.0,12.6
1011,2020.04.07,1.9,0.0,14.5
1012,2020.04.08,1.4,0.0,15.9
1013,2020.04.09,3.9,0.0,15.65
1014,2020.04.10,4.7,0.0,14.75
1015,2020.04.11,2.5,0.0,14.35
1016,2020.04.12,3.4,0.0,16.5
1017,2020.04.13,6.1,0.3,9.05
1018,2020.04.14,6.9,0.2,9.45
1019,2020.04.15,5.0,0.0,13.8
1020,2020.04.16,4.1,0.0,16.4
1021,2020.04.17,5.4,0.0,16.6
1022,2020.04.18,3.0,1.0,14.7
1023,2020.04.19,5.1,11.4,11.9
1024,2020.04.20,5.5,0.0,12.0
1025,2020.04.21,6.0,0.0,12.8
1026,2020.04.22,4.1,0.0,14.05
1027,2020.04.23,2.8,0.0,15.149999999999999
1028,2020.04.24,4.7,0.0,15.35
1029,2020.04.25,8.5,0.4,13.75
1030,2020.04.26,3.2,0.0,14.850000000000001
1031,2020.04.27,3.9,0.0,17.15
1032,2020.04.28,5.3,2.5,16.299999999999997
1033,2020.04.29,5.6,3.1,16.55
1034,2020.04.30,6.3,0.5,16.6
1035,2020.05.01,4.8,1.1,15.85
1036,2020.05.02,6.0,0.0,14.350000000000001
1037,2020.05.03,7.9,0.0,14.75
1038,2020.05.04,4.1,0.1,14.75
1039,2020.05.05,7.4,4.8,11.8
1040,2020.05.06,8.5,0.0,12.850000000000001
1041,2020.05.07,8.0,0.0,15.75
1042,2020.05.08,2.6,0.0,18.6
1043,2020.05.09,3.4,0.0,19.9
1044,2020.05.10,4.2,0.0,20.200000000000003
1045,2020.05.11,8.3,0.0,11.95
1046,2020.05.12,7.9,0.0,9.25
1047,2020.05.13,3.5,1.0,16.85
1048,2020.05.14,4.7,0.6,15.25
1049,2020.05.15,7.6,4.1,14.5
1050,2020.05.16,3.1,0.0,16.85
1051,2020.05.17,3.5,6.3,19.0
1052,2020.05.18,2.4,0.0,20.9
1053,2020.05.19,4.0,0.1,17.7
1054,2020.05.20,3.7,9.7,16.6
1055,2020.05.21,4.9,0.0,15.05
1056,2020.05.22,4.1,0.0,14.9
1057,2020.05.23,3.1,1.5,15.95
1058,2020.05.24,9.9,2.7,14.95
1059,2020.05.25,7.1,0.2,15.45
1060,2020.05.26,4.8,2.0,16.95
1061,2020.05.27,3.9,1.2,17.0
1062,2020.05.28,6.1,0.3,16.45
1063,2020.05.29,4.8,1.2,16.1
1064,2020.05.30,3.9,5.1,12.05
1065,2020.05.31,8.3,0.0,17.25
1066,2020.06.01,4.3,1.5,16.7
1067,2020.06.02,4.8,0.2,16.75
1068,2020.06.03,3.9,1.3,19.55
1069,2020.06.04,7.9,1.3,19.950000000000003
1070,2020.06.05,7.6,9.1,20.35
1071,2020.06.06,3.4,1.9,23.15
1072,2020.06.07,4.5,12.1,19.5
1073,2020.06.08,4.2,3.1,21.0
1074,2020.06.09,2.1,1.6,21.9
1075,2020.06.10,3.3,8.2,21.85
1076,2020.06.11,3.0,2.4,21.5
1077,2020.06.12,2.2,0.4,24.65
1078,2020.06.13,2.3,1.2,25.25
1079,2020.06.14,3.2,17.6,20.85
1080,2020.06.15,3.3,19.0,19.65
1081,2020.06.16,4.1,19.3,21.0
1082,2020.06.17,3.8,9.9,20.55
1083,2020.06.18,5.5,10.2,20.4
1084,2020.06.19,7.9,0.0,18.450000000000003
1085,2020.06.20,7.6,0.0,18.15
1086,2020.06.21,6.8,2.8,19.950000000000003
1087,2020.06.22,5.8,0.8,22.5
1088,2020.06.23,4.4,0.0,20.450000000000003
1089,2020.06.24,3.7,0.0,22.85
1090,2020.06.25,3.3,0.0,25.0
1091,2020.06.26,6.2,3.6,25.549999999999997
1092,2020.06.27,4.4,2.3,27.95
1093,2020.06.28,3.5,0.0,25.55
1094,2020.06.29,9.6,2.3,22.8
1095,2020.06.30,4.8,0.0,25.6
1096,2020.07.01,4.1,0.0,27.450000000000003
1097,2020.07.02,3.1,3.9,23.299999999999997
1098,2020.07.03,7.0,6.4,24.25
1099,2020.07.04,3.5,1.2,24.3
1100,2020.07.05,4.1,0.0,25.85
1101,2020.07.06,7.6,0.0,19.450000000000003
1102,2020.07.07,9.1,1.3,21.35
1103,2020.07.08,3.5,0.0,23.049999999999997
1104,2020.07.09,3.7,0.0,26.25
1105,2020.07.10,4.8,0.0,24.65
1106,2020.07.11,6.3,3.5,19.4
1107,2020.07.12,5.2,4.0,20.450000000000003
1108,2020.07.13,3.2,0.3,21.0
1109,2020.07.14,2.2,0.0,22.05
1110,2020.07.15,3.4,0.0,21.6
1111,2020.07.16,5.0,0.0,19.75
1112,2020.07.17,4.7,0.8,19.15
1113,2020.07.18,2.6,2.1,21.9
1114,2020.07.19,2.2,3.2,23.65
1115,2020.07.20,4.1,0.0,25.6
1116,2020.07.21,3.8,0.4,24.549999999999997
1117,2020.07.22,3.9,2.8,26.05
1118,2020.07.23,3.8,0.0,25.5
1119,2020.07.24,4.8,7.3,23.75
1120,2020.07.25,4.1,5.7,24.299999999999997
1121,2020.07.26,4.1,0.0,25.299999999999997
1122,2020.07.27,4.2,0.0,27.75
1123,2020.07.28,4.4,0.0,27.15
1124,2020.07.29,5.0,0.0,28.4
1125,2020.07.30,3.2,0.0,28.0
1126,2020.07.31,4.6,0.0,25.0
1127,2020.08.01,3.9,0.0,25.15
1128,2020.08.02,4.3,0.0,26.6
1129,2020.08.03,5.2,0.5,25.1
1130,2020.08.04,5.4,4.3,22.8
1131,2020.08.05,3.1,3.4,25.1
1132,2020.08.06,4.7,1.3,27.1
1133,2020.08.07,5.8,0.0,28.549999999999997
1134,2020.08.08,3.8,0.0,28.9
1135,2020.08.09,3.1,0.0,29.15
1136,2020.08.10,2.8,1.5,28.3
1137,2020.08.11,3.8,1.4,28.1
1138,2020.08.12,4.0,0.0,26.950000000000003
1139,2020.08.13,3.2,0.0,27.8
1140,2020.08.14,3.3,0.0,25.95
1141,2020.08.15,2.6,1.1,23.25
1142,2020.08.16,3.4,25.9,26.35
1143,2020.08.17,3.9,4.4,24.75
1144,2020.08.18,4.3,6.6,24.5
1145,2020.08.19,4.5,1.1,25.05
1146,2020.08.20,3.6,0.0,26.950000000000003
1147,2020.08.21,2.7,0.0,28.049999999999997
1148,2020.08.22,2.1,0.0,25.15
1149,2020.08.23,4.9,3.7,25.45
1150,2020.08.24,4.0,0.0,23.85
1151,2020.08.25,4.6,0.0,25.35
1152,2020.08.26,5.6,0.0,22.8
1153,2020.08.27,7.7,0.0,24.05
1154,2020.08.28,4.8,0.0,27.400000000000002
1155,2020.08.29,6.7,0.0,28.849999999999998
1156,2020.08.30,7.6,0.0,22.65
1157,2020.08.31,7.0,0.2,17.7
1158,2020.09.01,5.5,16.7,18.95
1159,2020.09.02,5.3,0.0,21.1
1160,2020.09.03,4.1,0.0,21.299999999999997
1161,2020.09.04,3.0,0.0,24.299999999999997
1162,2020.09.05,2.4,0.0,25.55
1163,2020.09.06,2.3,0.0,23.45
1164,2020.09.07,4.9,0.2,21.7
1165,2020.09.08,2.8,0.0,23.25
1166,2020.09.09,2.1,0.0,23.65
1167,2020.09.10,3.0,0.0,23.55
1168,2020.09.11,2.8,0.0,25.05
1169,2020.09.12,3.0,0.0,26.25
1170,2020.09.13,2.7,0.0,26.45
1171,2020.09.14,3.9,0.0,26.75
1172,2020.09.15,3.9,0.0,26.75
1173,2020.09.16,2.7,0.0,25.2
1174,2020.09.17,3.9,0.8,20.35
1175,2020.09.18,3.6,0.0,19.8
1176,2020.09.19,2.6,0.0,21.0
1177,2020.09.20,4.0,0.0,22.3
1178,2020.09.21,4.1,0.0,23.3
1179,2020.09.22,4.7,0.0,22.9
1180,2020.09.23,2.5,1.8,21.9
1181,2020.09.24,2.0,1.0,20.05
1182,2020.09.25,5.6,9.2,15.05
1183,2020.09.26,7.6,10.4,13.2
1184,2020.09.27,6.0,0.0,16.450000000000003
1185,2020.09.28,6.0,8.5,15.2
1186,2020.09.29,6.0,0.2,13.95
1187,2020.09.30,6.9,0.2,14.850000000000001
1188,2020.10.01,5.2,6.0,17.05
1189,2020.10.02,4.3,0.2,21.55
1190,2020.10.03,6.9,0.0,20.0
1191,2020.10.04,6.4,6.0,19.5
1192,2020.10.05,5.7,0.0,18.35
1193,2020.10.06,4.3,0.0,15.2
1194,2020.10.07,6.8,2.5,14.700000000000001
1195,2020.10.08,6.6,0.0,15.45
1196,2020.10.09,2.5,0.0,17.85
1197,2020.10.10,2.3,0.0,13.6
1198,2020.10.11,3.7,1.5,11.55
1199,2020.10.12,4.9,30.1,9.05
1200,2020.10.13,7.9,32.5,10.3
1201,2020.10.14,8.9,8.8,11.45
1202,2020.10.15,4.2,10.4,11.05
1203,2020.10.16,3.8,0.9,9.6
1204,2020.10.17,5.5,0.0,10.100000000000001
1205,2020.10.18,6.0,0.0,11.05
1206,2020.10.19,2.8,0.0,12.2
1207,2020.10.20,4.0,0.0,12.75
1208,2020.10.21,4.2,0.0,13.0
1209,2020.10.22,3.2,0.0,13.6
1210,2020.10.23,1.8,0.0,15.0
1211,2020.10.24,5.6,0.0,13.100000000000001
1212,2020.10.25,2.3,4.5,15.35
1213,2020.10.26,6.6,0.0,15.100000000000001
1214,2020.10.27,3.0,0.0,14.65
1215,2020.10.28,2.1,0.0,14.049999999999999
1216,2020.10.29,5.7,0.4,10.7
1217,2020.10.30,5.5,2.0,14.8
1218,2020.10.31,6.9,0.9,11.25
1219,2020.11.01,2.3,0.6,12.649999999999999
1220,2020.11.02,1.8,1.5,15.35
1221,2020.11.03,1.5,0.0,13.45
1222,2020.11.04,0.9,3.7,11.15
1223,2020.11.05,3.7,8.7,10.399999999999999
1224,2020.11.06,1.6,0.0,10.649999999999999
1225,2020.11.07,1.5,0.0,10.3
1226,2020.11.08,1.4,0.0,10.45
1227,2020.11.09,0.8,0.0,10.350000000000001
1228,2020.11.10,1.3,0.0,9.05
1229,2020.11.11,1.3,0.0,8.65
1230,2020.11.12,3.0,0.0,9.0
1231,2020.11.13,1.1,0.0,8.8
1232,2020.11.14,1.7,0.0,8.7
1233,2020.11.15,2.7,0.0,8.35
1234,2020.11.16,3.3,0.3,9.1
1235,2020.11.17,2.0,0.0,9.2
1236,2020.11.18,1.6,0.0,8.25
1237,2020.11.19,2.5,1.1,6.3500000000000005
1238,2020.11.20,5.9,0.0,4.25
1239,2020.11.21,3.1,0.0,3.6500000000000004
1240,2020.11.22,2.3,0.0,4.7
1241,2020.11.23,2.2,0.0,4.3
1242,2020.11.24,2.2,0.0,3.5500000000000003
1243,2020.11.25,2.1,0.0,3.5
1244,2020.11.26,1.3,0.0,3.65
1245,2020.11.27,0.7,0.0,2.3
1246,2020.11.28,1.8,0.0,2.15
1247,2020.11.29,1.4,0.0,1.4
1248,2020.11.30,1.5,0.0,0.75
1249,2020.12.01,2.9,0.0,1.1
1250,2020.12.02,2.8,0.0,1.4
1251,2020.12.03,5.7,1.3,4.8
1252,2020.12.04,4.8,0.0,7.35
1253,2020.12.05,3.6,0.0,9.3
