,Date,Wind_m/s,Precipitation_mm,Wind_m/s1,Precipitation_mm1,Wind_m/s2,Precipitation_mm2,Wind_m/s3,Precipitation_mm3,Target: Mean_temp
294,2018.04.24,5.3,2.1,4.0,0.7,2.5,0.0,2.8,0.0,18.75
295,2018.04.25,5.1,0.1,5.3,2.1,4.0,0.7,2.5,0.0,18.2
296,2018.04.26,7.0,1.2,5.1,0.1,5.3,2.1,4.0,0.7,14.649999999999999
297,2018.04.27,5.9,0.0,7.0,1.2,5.1,0.1,5.3,2.1,17.75
298,2018.04.28,4.6,2.3,5.9,0.0,7.0,1.2,5.1,0.1,19.75
299,2018.04.29,5.8,9.9,4.6,2.3,5.9,0.0,7.0,1.2,19.9
300,2018.04.30,5.1,7.7,5.8,9.9,4.6,2.3,5.9,0.0,18.75
301,2018.05.01,3.8,0.6,5.1,7.7,5.8,9.9,4.6,2.3,19.8
302,2018.05.02,3.9,8.4,3.8,0.6,5.1,7.7,5.8,9.9,19.95
303,2018.05.03,4.6,0.0,3.9,8.4,3.8,0.6,5.1,7.7,20.8
304,2018.05.04,4.4,1.2,4.6,0.0,3.9,8.4,3.8,0.6,23.1
305,2018.05.05,6.2,0.0,4.4,1.2,4.6,0.0,3.9,8.4,20.4
306,2018.05.06,6.3,0.0,6.2,0.0,4.4,1.2,4.6,0.0,18.9
307,2018.05.07,6.0,0.0,6.3,0.0,6.2,0.0,4.4,1.2,16.85
308,2018.05.08,4.7,0.4,6.0,0.0,6.3,0.0,6.2,0.0,18.5
309,2018.05.09,2.7,5.2,4.7,0.4,6.0,0.0,6.3,0.0,20.45
310,2018.05.10,4.3,3.3,2.7,5.2,4.7,0.4,6.0,0.0,19.549999999999997
311,2018.05.11,2.0,1.7,4.3,3.3,2.7,5.2,4.7,0.4,19.799999999999997
312,2018.05.12,3.6,0.0,2.0,1.7,4.3,3.3,2.7,5.2,17.95
313,2018.05.13,5.3,0.1,3.6,0.0,2.0,1.7,4.3,3.3,16.85
314,2018.05.14,5.7,0.0,5.3,0.1,3.6,0.0,2.0,1.7,14.8
315,2018.05.15,5.2,8.9,5.7,0.0,5.3,0.1,3.6,0.0,13.55
316,2018.05.16,6.5,0.8,5.2,8.9,5.7,0.0,5.3,0.1,15.5
317,2018.05.17,7.6,1.5,6.5,0.8,5.2,8.9,5.7,0.0,18.25
318,2018.05.18,7.1,1.8,7.6,1.5,6.5,0.8,5.2,8.9,17.7
319,2018.05.19,3.9,1.4,7.1,1.8,7.6,1.5,6.5,0.8,16.6
320,2018.05.20,4.9,0.0,3.9,1.4,7.1,1.8,7.6,1.5,18.2
321,2018.05.21,6.1,0.0,4.9,0.0,3.9,1.4,7.1,1.8,17.4
322,2018.05.22,4.8,0.6,6.1,0.0,4.9,0.0,3.9,1.4,19.35
323,2018.05.23,3.2,1.3,4.8,0.6,6.1,0.0,4.9,0.0,21.15
324,2018.05.24,5.7,0.0,3.2,1.3,4.8,0.6,6.1,0.0,20.6
325,2018.05.25,4.8,0.0,5.7,0.0,3.2,1.3,4.8,0.6,21.2
326,2018.05.26,2.0,0.0,4.8,0.0,5.7,0.0,3.2,1.3,21.1
327,2018.05.27,2.1,4.3,2.0,0.0,4.8,0.0,5.7,0.0,21.950000000000003
328,2018.05.28,3.3,0.0,2.1,4.3,2.0,0.0,4.8,0.0,21.0
329,2018.05.29,5.2,0.4,3.3,0.0,2.1,4.3,2.0,0.0,20.799999999999997
330,2018.05.30,5.4,0.0,5.2,0.4,3.3,0.0,2.1,4.3,22.15
331,2018.05.31,3.5,0.0,5.4,0.0,5.2,0.4,3.3,0.0,23.25
332,2018.06.01,2.5,0.0,3.5,0.0,5.4,0.0,5.2,0.4,22.7
333,2018.06.02,4.0,0.0,2.5,0.0,3.5,0.0,5.4,0.0,23.6
334,2018.06.03,5.8,0.0,4.0,0.0,2.5,0.0,3.5,0.0,21.85
335,2018.06.04,2.9,2.4,5.8,0.0,4.0,0.0,2.5,0.0,22.15
336,2018.06.05,2.1,6.5,2.9,2.4,5.8,0.0,4.0,0.0,19.5
337,2018.06.06,6.0,18.7,2.1,6.5,2.9,2.4,5.8,0.0,19.799999999999997
338,2018.06.07,5.2,0.9,6.0,18.7,2.1,6.5,2.9,2.4,21.1
339,2018.06.08,3.0,26.1,5.2,0.9,6.0,18.7,2.1,6.5,20.65
340,2018.06.09,3.1,31.0,3.0,26.1,5.2,0.9,6.0,18.7,23.450000000000003
341,2018.06.10,2.4,0.0,3.1,31.0,3.0,26.1,5.2,0.9,25.0
342,2018.06.11,3.4,0.0,2.4,0.0,3.1,31.0,3.0,26.1,23.45
343,2018.06.12,4.5,9.0,3.4,0.0,2.4,0.0,3.1,31.0,21.45
344,2018.06.13,4.3,1.7,4.5,9.0,3.4,0.0,2.4,0.0,18.8
345,2018.06.14,4.5,10.8,4.3,1.7,4.5,9.0,3.4,0.0,18.6
346,2018.06.15,5.3,6.2,4.5,10.8,4.3,1.7,4.5,9.0,21.15
347,2018.06.16,5.9,0.0,5.3,6.2,4.5,10.8,4.3,1.7,21.950000000000003
348,2018.06.17,4.3,0.0,5.9,0.0,5.3,6.2,4.5,10.8,21.799999999999997
349,2018.06.18,5.1,0.3,4.3,0.0,5.9,0.0,5.3,6.2,23.0
350,2018.06.19,3.9,2.7,5.1,0.3,4.3,0.0,5.9,0.0,23.95
351,2018.06.20,2.5,0.0,3.9,2.7,5.1,0.3,4.3,0.0,24.0
352,2018.06.21,3.8,0.6,2.5,0.0,3.9,2.7,5.1,0.3,16.35
353,2018.06.22,7.6,6.3,3.8,0.6,2.5,0.0,3.9,2.7,15.05
354,2018.06.23,5.1,0.0,7.6,6.3,3.8,0.6,2.5,0.0,14.45
355,2018.06.24,5.4,0.0,5.1,0.0,7.6,6.3,3.8,0.6,15.600000000000001
356,2018.06.25,2.7,0.0,5.4,0.0,5.1,0.0,7.6,6.3,16.75
357,2018.06.26,3.0,0.3,2.7,0.0,5.4,0.0,5.1,0.0,17.8
358,2018.06.27,6.3,1.3,3.0,0.3,2.7,0.0,5.4,0.0,18.85
359,2018.06.28,6.5,11.9,6.3,1.3,3.0,0.3,2.7,0.0,21.85
360,2018.06.29,5.2,8.4,6.5,11.9,6.3,1.3,3.0,0.3,17.45
361,2018.06.30,7.7,0.0,5.2,8.4,6.5,11.9,6.3,1.3,16.25
362,2018.07.01,4.2,0.0,7.7,0.0,5.2,8.4,6.5,11.9,15.3
363,2018.07.02,3.6,0.0,4.2,0.0,7.7,0.0,5.2,8.4,17.2
364,2018.07.03,3.0,0.0,3.6,0.0,4.2,0.0,7.7,0.0,19.1
365,2018.07.04,2.5,0.0,3.0,0.0,3.6,0.0,4.2,0.0,21.4
366,2018.07.05,2.9,1.1,2.5,0.0,3.0,0.0,3.6,0.0,22.4
367,2018.07.06,3.5,6.3,2.9,1.1,2.5,0.0,3.0,0.0,21.0
368,2018.07.07,5.1,10.1,3.5,6.3,2.9,1.1,2.5,0.0,19.35
369,2018.07.08,4.8,0.0,5.1,10.1,3.5,6.3,2.9,1.1,21.0
370,2018.07.09,3.0,0.3,4.8,0.0,5.1,10.1,3.5,6.3,20.75
371,2018.07.10,2.0,0.7,3.0,0.3,4.8,0.0,5.1,10.1,19.45
372,2018.07.11,6.0,3.9,2.0,0.7,3.0,0.3,4.8,0.0,18.7
373,2018.07.12,4.9,3.0,6.0,3.9,2.0,0.7,3.0,0.3,20.3
374,2018.07.13,6.2,0.0,4.9,3.0,6.0,3.9,2.0,0.7,20.9
375,2018.07.14,5.5,0.0,6.2,0.0,4.9,3.0,6.0,3.9,20.7
376,2018.07.15,4.7,0.0,5.5,0.0,6.2,0.0,4.9,3.0,20.8
377,2018.07.16,4.7,0.0,4.7,0.0,5.5,0.0,6.2,0.0,21.0
378,2018.07.17,5.5,0.0,4.7,0.0,4.7,0.0,5.5,0.0,20.9
379,2018.07.18,10.9,1.3,5.5,0.0,4.7,0.0,4.7,0.0,20.7
380,2018.07.19,9.2,3.7,10.9,1.3,5.5,0.0,4.7,0.0,21.8
381,2018.07.20,4.8,3.0,9.2,3.7,10.9,1.3,5.5,0.0,21.9
382,2018.07.21,2.5,0.0,4.8,3.0,9.2,3.7,10.9,1.3,21.8
383,2018.07.22,3.1,21.4,2.5,0.0,4.8,3.0,9.2,3.7,20.95
384,2018.07.23,4.5,20.3,3.1,21.4,2.5,0.0,4.8,3.0,22.65
385,2018.07.24,4.7,0.0,4.5,20.3,3.1,21.4,2.5,0.0,22.9
386,2018.07.25,3.1,0.0,4.7,0.0,4.5,20.3,3.1,21.4,22.5
387,2018.07.26,2.1,1.6,3.1,0.0,4.7,0.0,4.5,20.3,23.85
388,2018.07.27,3.5,6.3,2.1,1.6,3.1,0.0,4.7,0.0,23.8
389,2018.07.28,2.9,2.5,3.5,6.3,2.1,1.6,3.1,0.0,25.9
390,2018.07.29,3.6,6.5,2.9,2.5,3.5,6.3,2.1,1.6,24.95
391,2018.07.30,3.9,0.9,3.6,6.5,2.9,2.5,3.5,6.3,26.450000000000003
392,2018.07.31,4.0,1.0,3.9,0.9,3.6,6.5,2.9,2.5,26.299999999999997
393,2018.08.01,4.4,0.0,4.0,1.0,3.9,0.9,3.6,6.5,25.549999999999997
394,2018.08.02,2.0,6.7,4.4,0.0,4.0,1.0,3.9,0.9,24.9
395,2018.08.03,4.6,0.0,2.0,6.7,4.4,0.0,4.0,1.0,23.15
396,2018.08.04,2.6,0.0,4.6,0.0,2.0,6.7,4.4,0.0,24.049999999999997
397,2018.08.05,2.7,0.0,2.6,0.0,4.6,0.0,2.0,6.7,23.9
398,2018.08.06,3.3,0.1,2.7,0.0,2.6,0.0,4.6,0.0,23.65
399,2018.08.07,3.4,0.0,3.3,0.1,2.7,0.0,2.6,0.0,24.8
400,2018.08.08,3.9,0.0,3.4,0.0,3.3,0.1,2.7,0.0,26.2
401,2018.08.09,4.7,0.0,3.9,0.0,3.4,0.0,3.3,0.1,28.1
402,2018.08.10,4.6,1.1,4.7,0.0,3.9,0.0,3.4,0.0,23.15
403,2018.08.11,5.1,1.0,4.6,1.1,4.7,0.0,3.9,0.0,23.8
404,2018.08.12,2.9,0.0,5.1,1.0,4.6,1.1,4.7,0.0,25.2
405,2018.08.13,4.8,0.0,2.9,0.0,5.1,1.0,4.6,1.1,24.55
406,2018.08.14,5.7,0.0,4.8,0.0,2.9,0.0,5.1,1.0,23.7
407,2018.08.15,5.6,0.0,5.7,0.0,4.8,0.0,2.9,0.0,21.45
408,2018.08.16,2.8,0.0,5.6,0.0,5.7,0.0,4.8,0.0,23.4
409,2018.08.17,3.4,0.0,2.8,0.0,5.6,0.0,5.7,0.0,24.5
410,2018.08.18,2.0,0.2,3.4,0.0,2.8,0.0,5.6,0.0,25.0
411,2018.08.19,4.0,0.0,2.0,0.2,3.4,0.0,2.8,0.0,26.1
412,2018.08.20,3.2,0.1,4.0,0.0,2.0,0.2,3.4,0.0,26.65
413,2018.08.21,2.5,0.0,3.2,0.1,4.0,0.0,2.0,0.2,27.0
414,2018.08.22,4.0,0.0,2.5,0.0,3.2,0.1,4.0,0.0,26.4
415,2018.08.23,3.9,0.9,4.0,0.0,2.5,0.0,3.2,0.1,24.35
416,2018.08.24,3.7,2.6,3.9,0.9,4.0,0.0,2.5,0.0,21.15
417,2018.08.25,6.8,0.2,3.7,2.6,3.9,0.9,4.0,0.0,15.4
418,2018.08.26,6.2,16.8,6.8,0.2,3.7,2.6,3.9,0.9,15.05
419,2018.08.27,2.5,0.0,6.2,16.8,6.8,0.2,3.7,2.6,17.6
420,2018.08.28,3.9,0.0,2.5,0.0,6.2,16.8,6.8,0.2,19.25
421,2018.08.29,3.5,0.0,3.9,0.0,2.5,0.0,6.2,16.8,20.3
422,2018.08.30,2.5,0.0,3.5,0.0,3.9,0.0,2.5,0.0,22.299999999999997
423,2018.08.31,3.4,0.9,2.5,0.0,3.5,0.0,3.9,0.0,22.65
424,2018.09.01,3.5,1.8,3.4,0.9,2.5,0.0,3.5,0.0,22.5
425,2018.09.02,4.4,2.7,3.5,1.8,3.4,0.9,2.5,0.0,19.75
426,2018.09.03,5.2,3.7,4.4,2.7,3.5,1.8,3.4,0.9,17.4
427,2018.09.04,2.4,20.5,5.2,3.7,4.4,2.7,3.5,1.8,20.05
428,2018.09.05,3.5,0.1,2.4,20.5,5.2,3.7,4.4,2.7,18.45
429,2018.09.06,2.1,0.2,3.5,0.1,2.4,20.5,5.2,3.7,17.5
430,2018.09.07,2.1,0.0,2.1,0.2,3.5,0.1,2.4,20.5,19.65
431,2018.09.08,4.2,0.0,2.1,0.0,2.1,0.2,3.5,0.1,18.15
432,2018.09.09,2.5,0.0,4.2,0.0,2.1,0.0,2.1,0.2,17.85
433,2018.09.10,2.7,0.0,2.5,0.0,4.2,0.0,2.1,0.0,18.8
434,2018.09.11,4.9,0.0,2.7,0.0,2.5,0.0,4.2,0.0,19.85
435,2018.09.12,2.1,0.0,4.9,0.0,2.7,0.0,2.5,0.0,20.65
436,2018.09.13,2.0,0.0,2.1,0.0,4.9,0.0,2.7,0.0,21.1
437,2018.09.14,2.1,0.0,2.0,0.0,2.1,0.0,4.9,0.0,21.9
438,2018.09.15,6.1,0.0,2.1,0.0,2.0,0.0,2.1,0.0,17.75
439,2018.09.16,3.4,0.0,6.1,0.0,2.1,0.0,2.0,0.0,19.15
440,2018.09.17,3.0,0.0,3.4,0.0,6.1,0.0,2.1,0.0,18.15
441,2018.09.18,2.3,0.0,3.0,0.0,3.4,0.0,6.1,0.0,19.3
442,2018.09.19,3.0,0.0,2.3,0.0,3.0,0.0,3.4,0.0,20.0
443,2018.09.20,2.1,0.0,3.0,0.0,2.3,0.0,3.0,0.0,21.05
444,2018.09.21,3.9,0.0,2.1,0.0,3.0,0.0,2.3,0.0,14.85
445,2018.09.22,9.5,0.3,3.9,0.0,2.1,0.0,3.0,0.0,13.9
446,2018.09.23,5.4,0.0,9.5,0.3,3.9,0.0,2.1,0.0,14.75
447,2018.09.24,10.1,3.1,5.4,0.0,9.5,0.3,3.9,0.0,11.0
448,2018.09.25,6.8,0.0,10.1,3.1,5.4,0.0,9.5,0.3,9.0
449,2018.09.26,4.0,0.0,6.8,0.0,10.1,3.1,5.4,0.0,10.65
450,2018.09.27,3.8,0.0,4.0,0.0,6.8,0.0,10.1,3.1,11.350000000000001
451,2018.09.28,3.1,0.0,3.8,0.0,4.0,0.0,6.8,0.0,11.05
452,2018.09.29,4.7,0.7,3.1,0.0,3.8,0.0,4.0,0.0,9.85
453,2018.09.30,4.4,0.0,4.7,0.7,3.1,0.0,3.8,0.0,12.2
454,2018.10.01,4.4,0.2,4.4,0.0,4.7,0.7,3.1,0.0,10.55
455,2018.10.02,6.3,0.8,4.4,0.2,4.4,0.0,4.7,0.7,10.15
456,2018.10.03,7.4,0.1,6.3,0.8,4.4,0.2,4.4,0.0,10.7
457,2018.10.04,4.3,0.0,7.4,0.1,6.3,0.8,4.4,0.2,10.0
458,2018.10.05,3.7,0.0,4.3,0.0,7.4,0.1,6.3,0.8,12.15
459,2018.10.06,5.1,0.0,3.7,0.0,4.3,0.0,7.4,0.1,16.5
460,2018.10.07,4.4,0.0,5.1,0.0,3.7,0.0,4.3,0.0,15.75
461,2018.10.08,2.6,0.4,4.4,0.0,5.1,0.0,3.7,0.0,16.35
462,2018.10.09,3.1,0.0,2.6,0.4,4.4,0.0,5.1,0.0,16.15
463,2018.10.10,2.7,0.0,3.1,0.0,2.6,0.4,4.4,0.0,15.65
464,2018.10.11,3.3,0.0,2.7,0.0,3.1,0.0,2.6,0.4,14.8
465,2018.10.12,2.9,0.0,3.3,0.0,2.7,0.0,3.1,0.0,14.799999999999999
466,2018.10.13,2.4,0.0,2.9,0.0,3.3,0.0,2.7,0.0,13.9
467,2018.10.14,4.3,0.0,2.4,0.0,2.9,0.0,3.3,0.0,13.45
468,2018.10.15,4.8,0.0,4.3,0.0,2.4,0.0,2.9,0.0,13.65
469,2018.10.16,4.9,0.0,4.8,0.0,4.3,0.0,2.4,0.0,15.0
470,2018.10.17,3.2,0.0,4.9,0.0,4.8,0.0,4.3,0.0,15.25
471,2018.10.18,2.0,0.0,3.2,0.0,4.9,0.0,4.8,0.0,14.95
472,2018.10.19,2.3,0.0,2.0,0.0,3.2,0.0,4.9,0.0,13.4
473,2018.10.20,5.2,0.0,2.3,0.0,2.0,0.0,3.2,0.0,9.55
474,2018.10.21,5.3,4.6,5.2,0.0,2.3,0.0,2.0,0.0,11.35
475,2018.10.22,3.5,0.3,5.3,4.6,5.2,0.0,2.3,0.0,10.45
476,2018.10.23,8.6,0.0,3.5,0.3,5.3,4.6,5.2,0.0,9.8
477,2018.10.24,12.6,1.4,8.6,0.0,3.5,0.3,5.3,4.6,10.15
478,2018.10.25,7.8,0.7,12.6,1.4,8.6,0.0,3.5,0.3,10.6
479,2018.10.26,5.1,0.0,7.8,0.7,12.6,1.4,8.6,0.0,12.25
480,2018.10.27,5.3,4.1,5.1,0.0,7.8,0.7,12.6,1.4,16.05
481,2018.10.28,7.3,6.9,5.3,4.1,5.1,0.0,7.8,0.7,18.2
482,2018.10.29,7.7,20.5,7.3,6.9,5.3,4.1,5.1,0.0,14.450000000000001
483,2018.10.30,7.7,4.7,7.7,20.5,7.3,6.9,5.3,4.1,14.149999999999999
484,2018.10.31,4.6,0.0,7.7,4.7,7.7,20.5,7.3,6.9,14.8
485,2018.11.01,4.7,0.0,4.6,0.0,7.7,4.7,7.7,20.5,17.1
486,2018.11.02,4.3,0.2,4.7,0.0,4.6,0.0,7.7,4.7,15.450000000000001
487,2018.11.03,2.7,0.0,4.3,0.2,4.7,0.0,4.6,0.0,12.600000000000001
488,2018.11.04,2.6,0.0,2.7,0.0,4.3,0.2,4.7,0.0,11.899999999999999
489,2018.11.05,4.2,0.0,2.6,0.0,2.7,0.0,4.3,0.2,11.55
490,2018.11.06,4.9,0.0,4.2,0.0,2.6,0.0,2.7,0.0,11.1
491,2018.11.07,4.8,0.0,4.9,0.0,4.2,0.0,2.6,0.0,9.850000000000001
492,2018.11.08,3.1,0.0,4.8,0.0,4.9,0.0,4.2,0.0,7.85
493,2018.11.09,3.6,0.0,3.1,0.0,4.8,0.0,4.9,0.0,7.050000000000001
494,2018.11.10,4.3,0.1,3.6,0.0,3.1,0.0,4.8,0.0,9.9
495,2018.11.11,4.0,0.2,4.3,0.1,3.6,0.0,3.1,0.0,9.5
496,2018.11.12,3.6,0.0,4.0,0.2,4.3,0.1,3.6,0.0,9.8
497,2018.11.13,3.8,0.1,3.6,0.0,4.0,0.2,4.3,0.1,7.75
498,2018.11.14,6.9,0.0,3.8,0.1,3.6,0.0,4.0,0.2,5.6499999999999995
499,2018.11.15,2.5,0.0,6.9,0.0,3.8,0.1,3.6,0.0,4.6000000000000005
500,2018.11.16,5.3,0.0,2.5,0.0,6.9,0.0,3.8,0.1,2.2
501,2018.11.17,5.5,0.0,5.3,0.0,2.5,0.0,6.9,0.0,1.4000000000000001
502,2018.11.18,2.5,0.0,5.5,0.0,5.3,0.0,2.5,0.0,0.7
503,2018.11.19,4.1,1.2,2.5,0.0,5.5,0.0,5.3,0.0,2.4
504,2018.11.20,8.7,4.0,4.1,1.2,2.5,0.0,5.5,0.0,3.8499999999999996
505,2018.11.21,5.4,4.6,8.7,4.0,4.1,1.2,2.5,0.0,3.6500000000000004
506,2018.11.22,2.9,0.7,5.4,4.6,8.7,4.0,4.1,1.2,3.75
507,2018.11.23,3.7,0.6,2.9,0.7,5.4,4.6,8.7,4.0,3.95
508,2018.11.24,4.4,2.8,3.7,0.6,2.9,0.7,5.4,4.6,5.800000000000001
509,2018.11.25,4.9,14.8,4.4,2.8,3.7,0.6,2.9,0.7,7.35
510,2018.11.26,6.7,14.3,4.9,14.8,4.4,2.8,3.7,0.6,2.75
511,2018.11.27,5.6,8.8,6.7,14.3,4.9,14.8,4.4,2.8,-1.0999999999999999
512,2018.11.28,7.1,0.4,5.6,8.8,6.7,14.3,4.9,14.8,-3.25
513,2018.11.29,5.4,0.6,7.1,0.4,5.6,8.8,6.7,14.3,-3.7
514,2018.11.30,3.2,0.3,5.4,0.6,7.1,0.4,5.6,8.8,-3.6999999999999997
515,2018.12.01,2.8,0.1,3.2,0.3,5.4,0.6,7.1,0.4,-2.0500000000000003
516,2018.12.02,4.3,0.0,2.8,0.1,3.2,0.3,5.4,0.6,0.44999999999999996
517,2018.12.03,3.3,0.4,4.3,0.0,2.8,0.1,3.2,0.3,2.8000000000000003
518,2018.12.04,5.9,0.7,3.3,0.4,4.3,0.0,2.8,0.1,-0.04999999999999982
519,2018.12.05,6.7,0.0,5.9,0.7,3.3,0.4,4.3,0.0,-1.9500000000000002
520,2018.12.06,3.0,0.1,6.7,0.0,5.9,0.7,3.3,0.4,0.8500000000000001
521,2018.12.07,2.6,3.5,3.0,0.1,6.7,0.0,5.9,0.7,3.4499999999999997
522,2018.12.08,6.0,6.4,2.6,3.5,3.0,0.1,6.7,0.0,3.0
523,2018.12.09,5.7,0.8,6.0,6.4,2.6,3.5,3.0,0.1,3.6500000000000004
524,2018.12.10,7.9,0.6,5.7,0.8,6.0,6.4,2.6,3.5,1.75
525,2018.12.11,5.6,0.8,7.9,0.6,5.7,0.8,6.0,6.4,1.1
526,2018.12.12,5.6,0.4,5.6,0.8,7.9,0.6,5.7,0.8,-1.8499999999999999
527,2018.12.13,2.0,0.0,5.6,0.4,5.6,0.8,7.9,0.6,-3.15
528,2018.12.14,4.5,0.7,2.0,0.0,5.6,0.4,5.6,0.8,-0.75
529,2018.12.15,5.8,14.8,4.5,0.7,2.0,0.0,5.6,0.4,-2.45
530,2018.12.16,3.0,4.3,5.8,14.8,4.5,0.7,2.0,0.0,-5.949999999999999
531,2018.12.17,1.9,0.4,3.0,4.3,5.8,14.8,4.5,0.7,-5.3999999999999995
532,2018.12.18,2.0,0.1,1.9,0.4,3.0,4.3,5.8,14.8,-8.4
533,2018.12.19,4.0,0.7,2.0,0.1,1.9,0.4,3.0,4.3,-6.25
534,2018.12.20,4.7,1.2,4.0,0.7,2.0,0.1,1.9,0.4,-3.6
535,2018.12.21,3.1,0.0,4.7,1.2,4.0,0.7,2.0,0.1,3.9000000000000004
536,2018.12.22,5.7,1.4,3.1,0.0,4.7,1.2,4.0,0.7,4.25
537,2018.12.23,6.3,0.6,5.7,1.4,3.1,0.0,4.7,1.2,0.95
538,2018.12.24,6.0,6.2,6.3,0.6,5.7,1.4,3.1,0.0,-0.75
539,2018.12.25,7.9,0.4,6.0,6.2,6.3,0.6,5.7,1.4,1.5
540,2018.12.26,7.1,0.2,7.9,0.4,6.0,6.2,6.3,0.6,2.95
541,2018.12.27,5.6,0.0,7.1,0.2,7.9,0.4,6.0,6.2,4.199999999999999
542,2018.12.28,6.5,0.0,5.6,0.0,7.1,0.2,7.9,0.4,2.55
543,2018.12.29,5.7,0.0,6.5,0.0,5.6,0.0,7.1,0.2,2.05
544,2018.12.30,8.8,1.4,5.7,0.0,6.5,0.0,5.6,0.0,1.35
545,2018.12.31,7.5,0.3,8.8,1.4,5.7,0.0,6.5,0.0,-0.9499999999999997
546,2019.01.01,6.1,0.9,7.5,0.3,8.8,1.4,5.7,0.0,1.2000000000000002
547,2019.01.02,9.5,0.9,6.1,0.9,7.5,0.3,8.8,1.4,-1.5
548,2019.01.03,7.9,0.1,9.5,0.9,6.1,0.9,7.5,0.3,-3.65
549,2019.01.04,5.4,0.2,7.9,0.1,9.5,0.9,6.1,0.9,-0.5
550,2019.01.05,5.8,4.0,5.4,0.2,7.9,0.1,9.5,0.9,-3.05
551,2019.01.06,7.3,0.0,5.8,4.0,5.4,0.2,7.9,0.1,-10.05
552,2019.01.07,1.9,0.0,7.3,0.0,5.8,4.0,5.4,0.2,-5.2
553,2019.01.08,4.4,4.7,1.9,0.0,7.3,0.0,5.8,4.0,0.30000000000000004
554,2019.01.09,4.6,1.9,4.4,4.7,1.9,0.0,7.3,0.0,-4.2
555,2019.01.10,3.2,0.3,4.6,1.9,4.4,4.7,1.9,0.0,-8.15
556,2019.01.11,5.6,0.1,3.2,0.3,4.6,1.9,4.4,4.7,-0.5
557,2019.01.12,6.0,1.2,5.6,0.1,3.2,0.3,4.6,1.9,1.65
558,2019.01.13,5.9,1.4,6.0,1.2,5.6,0.1,3.2,0.3,0.8500000000000001
559,2019.01.14,10.1,4.7,5.9,1.4,6.0,1.2,5.6,0.1,-1.0
560,2019.01.15,8.2,0.7,10.1,4.7,5.9,1.4,6.0,1.2,2.2
561,2019.01.16,10.0,0.2,8.2,0.7,10.1,4.7,5.9,1.4,4.45
562,2019.01.17,6.0,3.3,10.0,0.2,8.2,0.7,10.1,4.7,1.1999999999999997
563,2019.01.18,8.1,7.2,6.0,3.3,10.0,0.2,8.2,0.7,-2.0500000000000003
564,2019.01.19,3.6,0.0,8.1,7.2,6.0,3.3,10.0,0.2,-1.05
565,2019.01.20,3.7,2.7,3.6,0.0,8.1,7.2,6.0,3.3,-3.5
566,2019.01.21,1.8,0.1,3.7,2.7,3.6,0.0,8.1,7.2,-6.15
567,2019.01.22,3.0,0.0,1.8,0.1,3.7,2.7,3.6,0.0,-4.25
568,2019.01.23,4.7,2.7,3.0,0.0,1.8,0.1,3.7,2.7,-0.8
569,2019.01.24,3.6,1.2,4.7,2.7,3.0,0.0,1.8,0.1,-4.8
570,2019.01.25,6.7,2.5,3.6,1.2,4.7,2.7,3.0,0.0,-4.6
571,2019.01.26,7.1,0.0,6.7,2.5,3.6,1.2,4.7,2.7,0.30000000000000004
572,2019.01.27,5.2,0.7,7.1,0.0,6.7,2.5,3.6,1.2,0.8500000000000001
573,2019.01.28,4.5,5.7,5.2,0.7,7.1,0.0,6.7,2.5,-0.15000000000000013
574,2019.01.29,4.8,0.1,4.5,5.7,5.2,0.7,7.1,0.0,-4.9
575,2019.01.30,2.6,0.1,4.8,0.1,4.5,5.7,5.2,0.7,-1.65
576,2019.01.31,2.4,0.2,2.6,0.1,4.8,0.1,4.5,5.7,0.1499999999999999
577,2019.02.01,4.7,1.8,2.4,0.2,2.6,0.1,4.8,0.1,7.4
578,2019.02.02,6.7,2.5,4.7,1.8,2.4,0.2,2.6,0.1,7.25
579,2019.02.03,7.6,2.0,6.7,2.5,4.7,1.8,2.4,0.2,2.6500000000000004
580,2019.02.04,8.5,0.3,7.6,2.0,6.7,2.5,4.7,1.8,1.6500000000000001
581,2019.02.05,3.0,0.2,8.5,0.3,7.6,2.0,6.7,2.5,-0.75
582,2019.02.06,3.0,0.0,3.0,0.2,8.5,0.3,7.6,2.0,-1.65
583,2019.02.07,2.5,0.0,3.0,0.0,3.0,0.2,8.5,0.3,-0.3500000000000001
584,2019.02.08,2.0,0.3,2.5,0.0,3.0,0.0,3.0,0.2,0.04999999999999982
585,2019.02.09,2.7,0.1,2.0,0.3,2.5,0.0,3.0,0.0,0.8999999999999999
586,2019.02.10,7.7,0.8,2.7,0.1,2.0,0.3,2.5,0.0,4.3
587,2019.02.11,10.5,4.3,7.7,0.8,2.7,0.1,2.0,0.3,1.25
588,2019.02.12,9.6,0.1,10.5,4.3,7.7,0.8,2.7,0.1,0.9500000000000001
589,2019.02.13,5.9,0.1,9.6,0.1,10.5,4.3,7.7,0.8,3.4
590,2019.02.14,6.5,0.0,5.9,0.1,9.6,0.1,10.5,4.3,2.25
591,2019.02.15,1.9,0.0,6.5,0.0,5.9,0.1,9.6,0.1,3.0500000000000003
592,2019.02.16,2.3,0.0,1.9,0.0,6.5,0.0,5.9,0.1,3.8
593,2019.02.17,1.9,0.0,2.3,0.0,1.9,0.0,6.5,0.0,2.5
594,2019.02.18,2.2,0.0,1.9,0.0,2.3,0.0,1.9,0.0,2.95
